season,round,gp,session,circuit,driverCode,bestLapTime_sec,avgLapTime_sec,stdLapTime_sec,maxSpeed_kmh,gridPosition,finishPosition,qualyPosition
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,ALO,105.368,105.66275,0.299521,336.0,,6.0,6.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,HAM,105.42,106.117428,0.549762,333.0,,7.0,7.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,RUS,105.461,106.025428,0.395486,333.0,,8.0,8.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,ALB,105.672,106.124666,0.465541,335.0,,9.0,9.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,NOR,105.603,105.939,0.312161,333.0,,10.0,10.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,RIC,105.767,106.004,0.223912,336.0,,11.0,11.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,GAS,105.827,106.12475,0.204477,336.0,,12.0,12.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,ZHO,106.085,106.70325,0.717513,336.0,,13.0,13.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,STR,106.256,106.67425,0.351988,328.0,,14.0,14.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,MSC,106.342,107.30125,0.705969,331.0,,15.0,15.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,VET,106.344,106.4435,0.140714,328.0,,16.0,16.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,LAT,106.401,106.596,0.275771,330.0,,17.0,17.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,MAG,106.557,106.6025,0.064346,331.0,,18.0,18.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,TSU,106.692,107.346,0.924895,335.0,,19.0,19.0
2022,14,Belgian Grand Prix,Q,Spa-Francorchamps,BOT,107.866,107.866,,335.0,,20.0,20.0
2022,15,Dutch Grand Prix,R,Zandvoort,VER,73.652,75.692098,0.9965,301.0,1.0,1.0,
2022,15,Dutch Grand Prix,R,Zandvoort,GAS,75.165,76.977964,0.897811,325.0,11.0,11.0,
2022,15,Dutch Grand Prix,R,Zandvoort,PER,74.404,76.224862,0.853364,320.5875008,5.0,5.0,
2022,15,Dutch Grand Prix,R,Zandvoort,ALO,74.144,76.650183,1.011474,316.9687488,13.0,6.0,
2022,15,Dutch Grand Prix,R,Zandvoort,LEC,74.413,76.11944,0.830792,305.0,2.0,3.0,
2022,15,Dutch Grand Prix,R,Zandvoort,STR,75.043,76.712593,0.901149,318.0,10.0,10.0,
2022,15,Dutch Grand Prix,R,Zandvoort,MAG,75.369,77.093962,0.865306,300.0,18.0,15.0,
2022,15,Dutch Grand Prix,R,Zandvoort,TSU,77.138,77.665194,0.339764,296.0,9.0,20.0,
2022,15,Dutch Grand Prix,R,Zandvoort,ALB,75.534,77.235436,0.87825,308.0,15.0,12.0,
2022,15,Dutch Grand Prix,R,Zandvoort,ZHO,75.94,77.327109,0.674753,319.12903142929764,14.0,16.0,
2022,15,Dutch Grand Prix,R,Zandvoort,RIC,75.577,77.219527,0.986638,301.0,17.0,17.0,
2022,15,Dutch Grand Prix,R,Zandvoort,OCO,75.084,76.965557,0.911761,305.0,12.0,9.0,
2022,15,Dutch Grand Prix,R,Zandvoort,NOR,74.706,76.687816,0.91699,318.60833279999997,7.0,7.0,
2022,15,Dutch Grand Prix,R,Zandvoort,HAM,73.854,76.039967,1.028704,295.0,4.0,4.0,
2022,15,Dutch Grand Prix,R,Zandvoort,MSC,75.233,77.14231,0.941483,296.0,8.0,13.0,
2022,15,Dutch Grand Prix,R,Zandvoort,VET,74.862,77.139351,1.023131,300.0,19.0,14.0,
2022,15,Dutch Grand Prix,R,Zandvoort,SAI,74.643,76.433322,0.806155,303.0,3.0,8.0,
2022,15,Dutch Grand Prix,R,Zandvoort,LAT,76.066,77.699119,0.793168,309.0,20.0,18.0,
2022,15,Dutch Grand Prix,R,Zandvoort,RUS,73.671,75.909129,1.239254,297.0,6.0,2.0,
2022,15,Dutch Grand Prix,R,Zandvoort,BOT,76.844,77.683461,0.567345,296.0,16.0,19.0,
2022,15,Dutch Grand Prix,Q,Zandvoort,VER,70.342,70.77525,0.436637,327.0,,1.0,1.0
2022,15,Dutch Grand Prix,Q,Zandvoort,LEC,70.363,71.183666,0.70567,318.0,,2.0,2.0
2022,15,Dutch Grand Prix,Q,Zandvoort,SAI,70.434,71.0706,0.576976,322.0,,3.0,3.0
2022,15,Dutch Grand Prix,Q,Zandvoort,HAM,70.648,71.38,0.604013,318.0,,4.0,4.0
2022,15,Dutch Grand Prix,Q,Zandvoort,PER,71.077,71.588,0.540009,327.0,,5.0,5.0
2022,15,Dutch Grand Prix,Q,Zandvoort,RUS,70.824,71.298666,0.286565,323.0,,6.0,6.0
2022,15,Dutch Grand Prix,Q,Zandvoort,NOR,71.116,71.601166,0.44664,323.0,,7.0,7.0
2022,15,Dutch Grand Prix,Q,Zandvoort,MSC,71.42,72.211857,0.647257,325.0,,8.0,8.0
2022,15,Dutch Grand Prix,Q,Zandvoort,TSU,71.427,72.305285,0.749321,322.0,,9.0,9.0
2022,15,Dutch Grand Prix,Q,Zandvoort,STR,71.416,71.88125,0.492474,318.0,,10.0,10.0
2022,15,Dutch Grand Prix,Q,Zandvoort,GAS,71.512,72.101,0.614627,325.0,,11.0,11.0
2022,15,Dutch Grand Prix,Q,Zandvoort,OCO,71.605,71.9135,0.285846,323.0,,12.0,12.0
2022,15,Dutch Grand Prix,Q,Zandvoort,ALO,71.613,71.765333,0.218756,319.0,,13.0,13.0
2022,15,Dutch Grand Prix,Q,Zandvoort,ZHO,71.704,72.1072,0.38876,322.0,,14.0,14.0
2022,15,Dutch Grand Prix,Q,Zandvoort,ALB,71.695,72.2022,0.509386,,,15.0,15.0
2022,15,Dutch Grand Prix,Q,Zandvoort,BOT,71.961,72.360333,0.481482,319.0,,16.0,16.0
2022,15,Dutch Grand Prix,Q,Zandvoort,RIC,72.081,72.2855,0.289206,320.0,,17.0,17.0
2022,15,Dutch Grand Prix,Q,Zandvoort,MAG,72.041,72.346666,0.320397,320.0,,18.0,18.0
2022,15,Dutch Grand Prix,Q,Zandvoort,VET,72.391,72.477,0.121622,317.0,,19.0,19.0
2022,15,Dutch Grand Prix,Q,Zandvoort,LAT,73.353,73.353,,321.0,,20.0,20.0
2022,16,Italian Grand Prix,R,Monza,VER,84.745,85.551954,0.940641,328.0,7.0,1.0,
2022,16,Italian Grand Prix,R,Monza,GAS,86.718,87.403441,0.578073,336.0,5.0,8.0,
2022,16,Italian Grand Prix,R,Monza,PER,84.03,86.384925,0.95497,320.0,13.0,6.0,
2022,16,Italian Grand Prix,R,Monza,ALO,87.203,87.701607,0.316659,332.0,6.0,19.0,
2022,16,Italian Grand Prix,R,Monza,LEC,84.336,85.453767,0.684215,325.0,1.0,2.0,
2022,16,Italian Grand Prix,R,Monza,STR,87.467,87.937617,0.413541,324.0,12.0,18.0,
2022,16,Italian Grand Prix,R,Monza,MAG,86.798,87.89278,0.690417,319.0,16.0,16.0,
2022,16,Italian Grand Prix,R,Monza,TSU,86.857,87.472714,0.565174,327.0,20.0,14.0,
2022,16,Italian Grand Prix,R,Monza,ZHO,86.361,87.325023,0.447211,342.0,9.0,10.0,
2022,16,Italian Grand Prix,R,Monza,RIC,86.603,87.33739,0.544055,325.0,4.0,17.0,
2022,16,Italian Grand Prix,R,Monza,OCO,86.593,87.37669,0.586587,325.0,14.0,11.0,
2022,16,Italian Grand Prix,R,Monza,NOR,84.718,86.816604,1.101799,323.0,3.0,7.0,
2022,16,Italian Grand Prix,R,Monza,HAM,84.434,86.669214,1.262044,321.0,19.0,5.0,
2022,16,Italian Grand Prix,R,Monza,DEV,86.624,87.383325,0.553317,341.0,8.0,9.0,
2022,16,Italian Grand Prix,R,Monza,MSC,85.298,87.391682,0.88052,318.0,17.0,12.0,
2022,16,Italian Grand Prix,R,Monza,VET,87.501,88.191888,0.653393,343.0,11.0,20.0,
2022,16,Italian Grand Prix,R,Monza,SAI,84.42,86.244093,1.217052,324.0,18.0,4.0,
2022,16,Italian Grand Prix,R,Monza,LAT,86.798,87.604268,0.602543,328.0,10.0,15.0,
2022,16,Italian Grand Prix,R,Monza,RUS,85.288,86.262022,0.79754,327.0,2.0,3.0,
2022,16,Italian Grand Prix,R,Monza,BOT,85.706,87.526928,0.939574,328.0,15.0,13.0,
2022,16,Italian Grand Prix,Q,Monza,LEC,80.161,80.85475,0.514488,343.0,,1.0,1.0
2022,16,Italian Grand Prix,Q,Monza,VER,80.306,81.075,0.631709,343.0,,2.0,2.0
2022,16,Italian Grand Prix,Q,Monza,SAI,80.429,80.80975,0.40427,340.0,,3.0,3.0
2022,16,Italian Grand Prix,Q,Monza,PER,81.206,81.5006,0.342319,337.0,,4.0,4.0
2022,16,Italian Grand Prix,Q,Monza,HAM,81.524,82.0172,0.421666,339.0,,5.0,5.0
2022,16,Italian Grand Prix,Q,Monza,RUS,81.542,81.76,0.141592,338.0,,6.0,6.0
2022,16,Italian Grand Prix,Q,Monza,NOR,81.584,82.031166,0.266898,342.0,,7.0,7.0
2022,16,Italian Grand Prix,Q,Monza,RIC,81.855,82.449857,0.478566,341.0,,8.0,8.0
2022,16,Italian Grand Prix,Q,Monza,GAS,81.91,82.232666,0.335891,343.0,,9.0,9.0
2022,16,Italian Grand Prix,Q,Monza,ALO,81.829,81.963,0.139341,341.0,,10.0,10.0
2022,16,Italian Grand Prix,Q,Monza,OCO,82.13,82.1535,0.024062,342.0,,11.0,11.0
2022,16,Italian Grand Prix,Q,Monza,BOT,82.235,82.4545,0.315227,341.0,,12.0,12.0
2022,16,Italian Grand Prix,Q,Monza,DEV,82.176,82.52375,0.290522,346.0,,13.0,13.0
2022,16,Italian Grand Prix,Q,Monza,ZHO,82.003,82.422,0.286889,345.0,,14.0,14.0
2022,16,Italian Grand Prix,Q,Monza,TSU,82.02,82.391,0.524673,344.0,,15.0,15.0
2022,16,Italian Grand Prix,Q,Monza,LAT,82.587,82.7025,0.163341,343.0,,16.0,16.0
2022,16,Italian Grand Prix,Q,Monza,VET,82.636,83.2775,0.907218,334.0,,17.0,17.0
2022,16,Italian Grand Prix,Q,Monza,STR,82.748,83.325333,0.79415,339.0,,18.0,18.0
2022,16,Italian Grand Prix,Q,Monza,MAG,82.399,82.7785,0.332116,335.0,,19.0,19.0
2022,16,Italian Grand Prix,Q,Monza,MSC,83.005,83.512333,0.530329,331.0,,20.0,20.0
2022,17,Singapore Grand Prix,R,Marina Bay,VER,109.142,110.731777,0.892919,291.0,8.0,7.0,
2022,17,Singapore Grand Prix,R,Marina Bay,GAS,110.569,111.967307,1.074698,293.0,7.0,10.0,
2022,17,Singapore Grand Prix,R,Marina Bay,PER,108.165,109.911052,1.550622,293.0,2.0,1.0,
2022,17,Singapore Grand Prix,R,Marina Bay,LEC,108.753,110.254684,1.312114,294.0,1.0,2.0,
2022,17,Singapore Grand Prix,R,Marina Bay,STR,110.283,111.495071,0.770308,292.0,11.0,6.0,
2022,17,Singapore Grand Prix,R,Marina Bay,MAG,112.067,112.882833,0.618816,291.0,9.0,12.0,
2022,17,Singapore Grand Prix,R,Marina Bay,RIC,111.006,111.885466,0.797192,279.0,16.0,5.0,
2022,17,Singapore Grand Prix,R,Marina Bay,NOR,109.212,110.763222,1.197308,284.0,6.0,4.0,
2022,17,Singapore Grand Prix,R,Marina Bay,HAM,110.622,111.538153,0.861807,287.0,3.0,9.0,
2022,17,Singapore Grand Prix,R,Marina Bay,MSC,110.29,111.744636,0.824857,293.0,12.0,13.0,
2022,17,Singapore Grand Prix,R,Marina Bay,VET,110.669,111.675,0.792353,286.0,13.0,8.0,
2022,17,Singapore Grand Prix,R,Marina Bay,SAI,108.414,110.029176,1.2883149999999999,294.0,4.0,3.0,
2022,17,Singapore Grand Prix,R,Marina Bay,RUS,106.458,110.712375,2.114343,292.0,0.0,14.0,
2022,17,Singapore Grand Prix,R,Marina Bay,BOT,111.864,112.863083,0.637452,291.0,15.0,11.0,
2022,17,Singapore Grand Prix,Q,Marina Bay,LEC,109.412,113.238428,2.162284,293.0,,1.0,1.0
2022,17,Singapore Grand Prix,Q,Marina Bay,PER,109.434,113.412428,2.315095,294.0,,2.0,2.0
2022,17,Singapore Grand Prix,Q,Marina Bay,HAM,109.466,113.118125,2.254921,294.0,,3.0,3.0
2022,17,Singapore Grand Prix,Q,Marina Bay,SAI,109.583,113.578,1.9776280000000002,293.0,,4.0,4.0
2022,17,Singapore Grand Prix,Q,Marina Bay,ALO,109.966,113.2625,2.126194,289.0,,5.0,5.0
2022,17,Singapore Grand Prix,Q,Marina Bay,NOR,110.584,114.683625,2.119283,291.0,,6.0,6.0
2022,17,Singapore Grand Prix,Q,Marina Bay,GAS,111.211,113.990333,2.046516,292.0,,7.0,7.0
2022,17,Singapore Grand Prix,Q,Marina Bay,VER,111.395,113.710142,1.7462140000000002,292.0,,8.0,8.0
2022,17,Singapore Grand Prix,Q,Marina Bay,MAG,111.573,114.876625,1.600572,291.0,,9.0,9.0
2022,17,Singapore Grand Prix,Q,Marina Bay,TSU,111.983,114.4362,1.5586440000000001,293.0,,10.0,10.0
2022,17,Singapore Grand Prix,Q,Marina Bay,RUS,114.012,115.05,0.829295,290.0,,11.0,11.0
2022,17,Singapore Grand Prix,Q,Marina Bay,STR,114.211,115.52725,1.150099,291.0,,12.0,12.0
2022,17,Singapore Grand Prix,Q,Marina Bay,MSC,114.37,115.36525,0.829851,291.0,,13.0,13.0
2022,17,Singapore Grand Prix,Q,Marina Bay,VET,114.38,114.991,0.864084,290.0,,14.0,14.0
2022,17,Singapore Grand Prix,Q,Marina Bay,ZHO,115.375,116.0352,0.59529,288.0,,15.0,15.0
2022,17,Singapore Grand Prix,Q,Marina Bay,BOT,116.083,116.083,,287.0,,16.0,16.0
2022,17,Singapore Grand Prix,Q,Marina Bay,RIC,116.226,116.583,0.504874,290.0,,17.0,17.0
2022,17,Singapore Grand Prix,Q,Marina Bay,OCO,116.337,116.378,0.057982,287.0,,18.0,18.0
2022,17,Singapore Grand Prix,Q,Marina Bay,ALB,116.985,116.985,,292.0,,19.0,19.0
2022,18,Japanese Grand Prix,R,Suzuka,VER,104.911,107.249857,1.390226,298.0,1.0,1.0,
2022,18,Japanese Grand Prix,R,Suzuka,GAS,105.387,108.988055,1.690126,295.0,17.0,18.0,
2022,18,Japanese Grand Prix,R,Suzuka,PER,106.12,108.0656,1.143629,300.0,4.0,2.0,
2022,18,Japanese Grand Prix,R,Suzuka,ALO,104.412,107.714,1.864414,297.0,7.0,7.0,
2022,18,Japanese Grand Prix,R,Suzuka,LEC,104.489,108.405571,1.604832,297.0,2.0,3.0,
2022,18,Japanese Grand Prix,R,Suzuka,STR,105.205,108.588388,1.294831,295.0,19.0,12.0,
2022,18,Japanese Grand Prix,R,Suzuka,MAG,108.072,110.071157,0.882869,296.0,18.0,14.0,
2022,18,Japanese Grand Prix,R,Suzuka,TSU,105.893,108.691611,1.309176,304.0,13.0,13.0,
2022,18,Japanese Grand Prix,R,Suzuka,ZHO,104.411,108.511562,2.045645,296.0,14.0,16.0,
2022,18,Japanese Grand Prix,R,Suzuka,RIC,107.843,109.472947,0.777291,297.0,11.0,11.0,
2022,18,Japanese Grand Prix,R,Suzuka,OCO,106.559,108.57515,0.874509,297.0,5.0,4.0,
2022,18,Japanese Grand Prix,R,Suzuka,NOR,108.175,109.708857,0.682282,296.0,10.0,10.0,
2022,18,Japanese Grand Prix,R,Suzuka,HAM,105.53,108.5168,1.123251,295.0,6.0,5.0,
2022,18,Japanese Grand Prix,R,Suzuka,MSC,106.545,109.196615,1.290823,291.0,15.0,17.0,
2022,18,Japanese Grand Prix,R,Suzuka,VET,106.964,108.804227,0.994524,293.0,9.0,6.0,
2022,18,Japanese Grand Prix,R,Suzuka,LAT,108.371,109.778909,0.912299,311.0,20.0,9.0,
2022,18,Japanese Grand Prix,R,Suzuka,RUS,107.004,108.4247,0.616915,295.0,8.0,8.0,
2022,18,Japanese Grand Prix,R,Suzuka,BOT,107.82,110.1455,0.915935,0.0,12.0,15.0,
2022,18,Japanese Grand Prix,Q,Suzuka,VER,89.304,89.8015,0.560631,331.0,,1.0,1.0
2022,18,Japanese Grand Prix,Q,Suzuka,LEC,89.314,89.93975,0.591643,326.0,,2.0,2.0
2022,18,Japanese Grand Prix,Q,Suzuka,SAI,89.361,89.96075,0.516718,329.0,,3.0,3.0
2022,18,Japanese Grand Prix,Q,Suzuka,PER,89.709,90.1904,0.444063,331.0,,4.0,4.0
2022,18,Japanese Grand Prix,Q,Suzuka,OCO,90.165,90.633833,0.355207,326.0,,5.0,5.0
2022,18,Japanese Grand Prix,Q,Suzuka,HAM,90.261,90.924857,0.553561,321.0,,6.0,6.0
2022,18,Japanese Grand Prix,Q,Suzuka,ALO,90.322,90.4716,0.170022,326.0,,7.0,7.0
2022,18,Japanese Grand Prix,Q,Suzuka,RUS,90.389,90.8485,0.4773,321.0,,8.0,8.0
2022,18,Japanese Grand Prix,Q,Suzuka,VET,90.554,91.067,0.534327,318.0,,9.0,9.0
2022,18,Japanese Grand Prix,Q,Suzuka,NOR,90.473,90.951,0.341593,323.0,,10.0,10.0
2022,18,Japanese Grand Prix,Q,Suzuka,RIC,90.659,90.839333,0.16383,325.0,,11.0,11.0
2022,18,Japanese Grand Prix,Q,Suzuka,BOT,90.709,91.031,0.261121,323.0,,12.0,12.0
2022,18,Japanese Grand Prix,Q,Suzuka,TSU,90.808,91.489,0.655159,328.0,,13.0,13.0
2022,18,Japanese Grand Prix,Q,Suzuka,ZHO,90.894,91.16275,0.30689,322.0,,14.0,14.0
2022,18,Japanese Grand Prix,Q,Suzuka,MSC,91.152,91.58975,0.465852,324.0,,15.0,15.0
2022,18,Japanese Grand Prix,Q,Suzuka,ALB,91.311,91.4495,0.195868,332.0,,16.0,16.0
2022,18,Japanese Grand Prix,Q,Suzuka,GAS,91.322,91.763666,0.387894,326.0,,17.0,17.0
2022,18,Japanese Grand Prix,Q,Suzuka,MAG,91.352,91.5795,0.321733,325.0,,18.0,18.0
2022,18,Japanese Grand Prix,Q,Suzuka,STR,91.419,91.4685,0.070003,318.0,,19.0,19.0
2022,18,Japanese Grand Prix,Q,Suzuka,LAT,91.511,91.765,0.35921,330.0,,20.0,20.0
2022,19,United States Grand Prix,R,Austin,VER,99.541,101.22076,1.034468,328.0,2.0,1.0,
2022,19,United States Grand Prix,R,Austin,GAS,101.674,103.230795,0.8202,305.0,11.0,14.0,
2022,19,United States Grand Prix,R,Austin,PER,99.563,101.701377,1.263753,304.0,9.0,4.0,
2022,19,United States Grand Prix,R,Austin,ALO,101.804,103.519936,1.040417,305.0,14.0,7.0,
2022,19,United States Grand Prix,R,Austin,LEC,99.731,101.887239,1.326234,300.0,12.0,3.0,
2022,19,United States Grand Prix,R,Austin,STR,103.08,103.911933,0.551758,294.0,5.0,18.0,
2022,19,United States Grand Prix,R,Austin,MAG,102.546,103.870666,0.885177,297.0,13.0,9.0,
2022,19,United States Grand Prix,R,Austin,TSU,102.206,103.442488,0.929393,326.0,19.0,10.0,
2022,19,United States Grand Prix,R,Austin,ALB,102.471,103.878068,0.756255,307.0,8.0,13.0,
2022,19,United States Grand Prix,R,Austin,ZHO,102.394,103.8978,0.883951,299.0,18.0,12.0,
2022,19,United States Grand Prix,R,Austin,RIC,102.42,103.916159,0.967628,299.0,15.0,16.0,
2022,19,United States Grand Prix,R,Austin,OCO,101.243,103.552333,1.235114,300.0,0.0,11.0,
2022,19,United States Grand Prix,R,Austin,NOR,101.322,103.0908,1.173304,328.0,6.0,6.0,
2022,19,United States Grand Prix,R,Austin,HAM,99.83,101.609347,1.03765,298.0,3.0,2.0,
2022,19,United States Grand Prix,R,Austin,MSC,102.32,103.645558,0.807861,303.0,16.0,15.0,
2022,19,United States Grand Prix,R,Austin,VET,101.538,102.928652,0.907947,299.0,10.0,8.0,
2022,19,United States Grand Prix,R,Austin,LAT,103.485,104.399534,0.526759,307.0,17.0,17.0,
2022,19,United States Grand Prix,R,Austin,RUS,98.788,102.092377,1.161955,301.0,4.0,5.0,
2022,19,United States Grand Prix,R,Austin,BOT,103.391,104.218285,0.491979,298.0,7.0,19.0,
2022,19,United States Grand Prix,Q,Austin,SAI,94.356,95.0065,0.547102,321.0,,1.0,1.0
2022,19,United States Grand Prix,Q,Austin,LEC,94.421,95.0215,0.623781,321.0,,2.0,2.0
2022,19,United States Grand Prix,Q,Austin,VER,94.448,95.1625,0.587068,327.0,,3.0,3.0
2022,19,United States Grand Prix,Q,Austin,PER,94.645,95.46075,0.684389,324.0,,4.0,4.0
2022,19,United States Grand Prix,Q,Austin,HAM,94.947,95.654166,0.443625,320.0,,5.0,5.0
2022,19,United States Grand Prix,Q,Austin,RUS,94.988,95.724166,0.506976,320.0,,6.0,6.0
2022,19,United States Grand Prix,Q,Austin,STR,95.598,96.5552,0.704807,317.0,,7.0,7.0
2022,19,United States Grand Prix,Q,Austin,NOR,95.69,96.534666,0.51708,320.0,,8.0,8.0
2022,19,United States Grand Prix,Q,Austin,ALO,95.876,96.1392,0.219887,321.0,,9.0,9.0
2022,19,United States Grand Prix,Q,Austin,BOT,96.319,96.616333,0.231136,319.0,,10.0,10.0
2022,19,United States Grand Prix,Q,Austin,ALB,96.368,97.146,0.589231,325.0,,11.0,11.0
2022,19,United States Grand Prix,Q,Austin,VET,96.398,96.84775,0.368672,316.0,,12.0,12.0
2022,19,United States Grand Prix,Q,Austin,GAS,96.577,96.776333,0.219764,318.0,,13.0,13.0
2022,19,United States Grand Prix,Q,Austin,ZHO,96.196,96.9234,0.618778,320.0,,14.0,14.0
2022,19,United States Grand Prix,Q,Austin,TSU,96.439,96.91075,0.366666,320.0,,15.0,15.0
2022,19,United States Grand Prix,Q,Austin,MAG,96.949,97.510333,0.600774,318.0,,16.0,16.0
2022,19,United States Grand Prix,Q,Austin,RIC,97.046,97.2145,0.238294,315.0,,17.0,17.0
2022,19,United States Grand Prix,Q,Austin,OCO,97.068,97.1485,0.113844,318.0,,18.0,18.0
2022,19,United States Grand Prix,Q,Austin,MSC,97.111,97.4635,0.49851,319.0,,19.0,19.0
2022,19,United States Grand Prix,Q,Austin,LAT,97.244,97.2505,0.009192,325.0,,20.0,20.0
2022,20,Mexico City Grand Prix,R,Mexico City,VER,82.046,82.785283,0.542999,326.0,1.0,1.0,
2022,20,Mexico City Grand Prix,R,Mexico City,GAS,82.277,84.166266,0.933874,328.0,14.0,11.0,
2022,20,Mexico City Grand Prix,R,Mexico City,PER,81.775,82.929378,0.55944,347.0,4.0,3.0,
2022,20,Mexico City Grand Prix,R,Mexico City,ALO,82.866,84.301298,0.606198,324.0,9.0,19.0,
2022,20,Mexico City Grand Prix,R,Mexico City,LEC,82.603,83.621712,0.655039,323.0,7.0,6.0,
2022,20,Mexico City Grand Prix,R,Mexico City,STR,82.463,84.223448,0.743799,323.0,20.0,15.0,
2022,20,Mexico City Grand Prix,R,Mexico City,MAG,83.3,84.550711,0.762006,325.0,19.0,17.0,
2022,20,Mexico City Grand Prix,R,Mexico City,TSU,83.403,84.524288,0.493957,331.0,13.0,20.0,
2022,20,Mexico City Grand Prix,R,Mexico City,ALB,82.914,84.283524,0.852843,333.0,17.0,12.0,
2022,20,Mexico City Grand Prix,R,Mexico City,ZHO,82.26,84.564158,0.720645,324.0,12.0,13.0,
2022,20,Mexico City Grand Prix,R,Mexico City,RIC,82.022,84.098274,0.953348,328.0,11.0,7.0,
2022,20,Mexico City Grand Prix,R,Mexico City,OCO,83.279,84.281428,0.522016,324.0,10.0,8.0,
2022,20,Mexico City Grand Prix,R,Mexico City,NOR,83.402,84.366234,0.567002,329.0,8.0,9.0,
2022,20,Mexico City Grand Prix,R,Mexico City,HAM,82.062,82.921196,0.419047,324.0,3.0,2.0,
2022,20,Mexico City Grand Prix,R,Mexico City,MSC,83.641,84.400434,0.585206,325.0,15.0,16.0,
2022,20,Mexico City Grand Prix,R,Mexico City,VET,83.086,84.479983,0.747452,326.0,16.0,14.0,
2022,20,Mexico City Grand Prix,R,Mexico City,SAI,82.199,83.493194,0.619192,336.0,5.0,5.0,
2022,20,Mexico City Grand Prix,R,Mexico City,LAT,83.709,85.066043,0.492669,353.0,18.0,18.0,
2022,20,Mexico City Grand Prix,R,Mexico City,RUS,80.153,82.973062,0.583146,342.0,2.0,4.0,
2022,20,Mexico City Grand Prix,R,Mexico City,BOT,83.363,84.343158,0.481252,343.0,6.0,10.0,
2021,17,Pre-Season Test,R,Austin,VER,99.096,100.519792,0.826614,299.0,1.0,1.0,
2021,17,Pre-Season Test,R,Austin,HAM,98.485,100.492811,1.037817,302.0,2.0,2.0,
2021,17,Pre-Season Test,R,Austin,PER,99.566,101.211634,0.934478,296.0,3.0,3.0,
2021,17,Pre-Season Test,R,Austin,LEC,99.303,101.356153,1.03825,302.0,4.0,4.0,
2021,17,Pre-Season Test,R,Austin,RIC,100.345,101.791384,0.851573,302.0,6.0,5.0,
2021,17,Pre-Season Test,R,Austin,BOT,100.147,101.721176,1.383667,305.0,9.0,6.0,
2021,17,Pre-Season Test,R,Austin,SAI,100.377,101.801156,0.874639,324.0,5.0,7.0,
2021,17,Pre-Season Test,R,Austin,NOR,100.228,101.883,1.14617,303.0,7.0,8.0,
2021,17,Pre-Season Test,R,Austin,TSU,101.151,102.73756,0.991637,300.0,10.0,9.0,
2021,17,Pre-Season Test,R,Austin,VET,100.481,102.64,1.2690000000000001,293.0,18.0,10.0,
2021,17,Pre-Season Test,R,Austin,GIO,100.792,102.9039,1.21793,306.0,12.0,11.0,
2021,17,Pre-Season Test,R,Austin,STR,101.189,103.079312,1.160267,292.0,13.0,12.0,
2021,17,Pre-Season Test,R,Austin,RAI,101.34,102.830553,1.008875,309.0,15.0,13.0,
2021,17,Pre-Season Test,R,Austin,RUS,101.12,103.211541,1.151406,298.0,20.0,14.0,
2021,17,Pre-Season Test,R,Austin,LAT,101.818,103.573125,0.962096,301.0,14.0,15.0,
2021,17,Pre-Season Test,R,Austin,MSC,101.395,103.620025,1.1322619999999999,299.0,16.0,16.0,
2021,17,Pre-Season Test,R,Austin,MAZ,102.886,103.87004,0.700455,304.0,17.0,17.0,
2021,17,Pre-Season Test,R,Austin,ALO,100.067,102.46945,1.416331,302.0,19.0,18.0,
2021,17,Pre-Season Test,R,Austin,OCO,102.194,103.641176,0.84156,298.0,11.0,19.0,
2021,17,Pre-Season Test,R,Austin,GAS,102.015,103.8126,0.860981,300.0,8.0,20.0,
2021,17,Pre-Season Test,Q,Austin,VER,92.91,93.6892,0.712277,319.0,,1.0,1.0
2021,17,Pre-Season Test,Q,Austin,HAM,93.119,93.9712,0.702454,324.0,,2.0,2.0
2021,17,Pre-Season Test,Q,Austin,PER,93.134,93.918333,0.614212,319.0,,3.0,3.0
2021,17,Pre-Season Test,Q,Austin,BOT,93.475,94.1752,0.485659,323.0,,4.0,4.0
2021,17,Pre-Season Test,Q,Austin,LEC,93.606,94.173,0.649182,323.0,,5.0,5.0
2021,17,Pre-Season Test,Q,Austin,SAI,93.792,94.138,0.337677,322.0,,6.0,6.0
2021,17,Pre-Season Test,Q,Austin,RIC,93.808,94.2018,0.347584,323.0,,7.0,7.0
2021,17,Pre-Season Test,Q,Austin,NOR,93.88,94.08325,0.317947,322.0,,8.0,8.0
2021,17,Pre-Season Test,Q,Austin,GAS,94.118,94.6466,0.360479,323.0,,9.0,9.0
2021,17,Pre-Season Test,Q,Austin,TSU,94.918,95.465333,0.538442,322.0,,10.0,10.0
2021,17,Pre-Season Test,Q,Austin,OCO,95.377,95.66925,0.327858,330.0,,11.0,11.0
