timeKey,season,round,driverId,constructorId,circuit,session,circuitKey,bestLapTime_sec,avgLapTime_sec,stdLapTime_sec,maxSpeed_kmh,gridPosition,finishPosition,qualyPosition,startPosition,driverPoints,constructorPoints,estimatedSalaryUSD,estimatedSalaryUSD_imputed,costCapUSD,raceGain,consistencyIndex,qualifyingPerformanceIndex,topSpeedIndex,driverROI,driverEfficiency,budgetEfficiency,pointsPerMillionUSD,speedEfficiency,isPodium,teamPodiums,costPerPodium,teammateDelta,avgTeammateDelta_season,paceAdvantage,speed_zscore,pointsRankInTeam,qualiToRaceDelta,avgFinishPosition_season,avgQualyPosition_season,avgRaceGain_season,avgConsistency_season,avgTopSpeed_season,driverPerformanceScore,driverPerformanceScore_scaled
2022_1,2022,1,leclerc,ferrari,Sakhir,R,Bahrain Grand Prix_Sakhir,94.57,97.604208,1.297504,299.0,1.0,1.0,,1.0,308.0,554.0,12000000.0,12000000.0,140000000.0,0.0,1.297504,,299.0,38961.03896103896,25.666666666666668,252707.58122743684,3.957142857142857,2.1357142857142857,1,19,7368421.052631579,0.0,0.1497757499999998,0.0,-1.5104859982660108,1.0,0.0,5.571428571428571,2.421052631578948,-1.619047619047619,0.93487751425,315.03406248,1.6423057540115569,0.972845214402724
2022_1,2022,1,kevin_magnussen,haas,Sakhir,Q,Bahrain Grand Prix_Sakhir,91.461,91.8775,0.34214,319.0,,,7.0,7.0,25.0,37.0,5000000.0,5000000.0,140000000.0,,0.34214,7.0,319.0,200000.0,5.0,3783783.783783784,0.2642857142857143,2.2785714285714285,0,0,,0.0,0.3638360526315795,0.0099715099715098,0.5323146414434968,1.0,,13.789473684210526,12.052631578947368,-0.7894736842105263,0.761018250949094,313.2073684210526,-4.075501939897928,-0.8340588348972445
2022_1,2022,1,kevin_magnussen,haas,Sakhir,R,Bahrain Grand Prix_Sakhir,96.623,98.852833,1.320515,305.0,7.0,5.0,,7.0,25.0,37.0,5000000.0,5000000.0,140000000.0,2.0,1.320515,,305.0,200000.0,5.0,3783783.783783784,0.2642857142857143,2.1785714285714284,0,0,,0.0,0.3638360526315795,0.0217087871417998,-0.8976458063531586,1.0,2.0,13.789473684210526,12.052631578947368,-0.7894736842105263,0.761018250949094,313.2073684210526,-4.218497984677593,-0.8792475061814291
2022_1,2022,1,mick_schumacher,haas,Sakhir,Q,Bahrain Grand Prix_Sakhir,91.998,92.323333,0.301027,319.0,,,12.0,12.0,12.0,37.0,1000000.0,1000000.0,140000000.0,,0.301027,12.0,319.0,83333.33333333333,12.0,3783783.783783784,0.2642857142857143,2.2785714285714285,0,0,,0.5370000000000061,0.2368328947368422,0.0159014112502484,0.5323146414434968,2.0,,14.210526315789474,13.947368421052632,-0.7894736842105263,0.753218394736842,314.49686405614034,-3.393143006908282,-0.6184242446663905
2022_1,2022,1,mick_schumacher,haas,Sakhir,R,Bahrain Grand Prix_Sakhir,96.956,99.586513,1.244843,302.0,12.0,11.0,,12.0,12.0,37.0,1000000.0,1000000.0,140000000.0,1.0,1.244843,,302.0,83333.33333333333,12.0,3783783.783783784,0.2642857142857143,2.157142857142857,0,0,,0.3329999999999984,0.2368328947368422,0.0252299883684044,-1.2040659023095848,2.0,1.0,14.210526315789474,13.947368421052632,-0.7894736842105263,0.753218394736842,314.49686405614034,-3.5667810612835904,-0.673296202654329
2022_1,2022,1,norris,mclaren,Sakhir,Q,Bahrain Grand Prix_Sakhir,92.008,92.6384,0.576366,314.0,,,13.0,13.0,122.0,159.0,15000000.0,15000000.0,140000000.0,,0.576366,13.0,314.0,122950.81967213115,8.133333333333333,880503.1446540881,1.1357142857142857,2.242857142857143,0,1,140000000.0,0.0,0.0464499999999997,0.016011837717264,0.0216144815161199,1.0,,8.904761904761905,7.684210526315789,-0.7619047619047619,0.8357468750000001,316.26520832,-2.023568627819566,-0.1856203408154634
2022_1,2022,1,norris,mclaren,Sakhir,R,Bahrain Grand Prix_Sakhir,96.988,99.037347,1.114381,301.0,13.0,15.0,,13.0,122.0,159.0,15000000.0,15000000.0,140000000.0,-2.0,1.114381,,301.0,122950.81967213115,8.133333333333333,880503.1446540881,1.1357142857142857,2.15,0,1,140000000.0,0.0,0.0464499999999997,0.0255683620598499,-1.30620593429506,1.0,-2.0,8.904761904761905,7.684210526315789,-0.7619047619047619,0.8357468750000001,316.26520832,-2.156350669400684,-0.2275812498650634
2022_1,2022,1,ocon,alpine,Sakhir,Q,Bahrain Grand Prix_Sakhir,91.782,92.1115,0.385703,321.0,,,11.0,11.0,92.0,173.0,5000000.0,5000000.0,140000000.0,,0.385703,11.0,321.0,54347.82608695652,18.4,809248.5549132949,1.2357142857142858,2.2928571428571427,0,0,,0.1610000000000013,0.6158692307692297,0.0135161995627111,0.7365947054144476,1.0,,8.2,10.263157894736842,2.6842105263157894,0.6943692384615385,312.9743589743589,0.3900120203795014,0.5771035701667684
2022_1,2022,1,ocon,alpine,Sakhir,R,Bahrain Grand Prix_Sakhir,97.11,99.226604,1.132619,301.0,11.0,7.0,,11.0,92.0,173.0,5000000.0,5000000.0,140000000.0,4.0,1.132619,,301.0,54347.82608695652,18.4,809248.5549132949,1.2357142857142858,2.15,0,0,,0.3769999999999953,0.6158692307692297,0.0268584117584858,-1.30620593429506,1.0,4.0,8.2,10.263157894736842,2.6842105263157894,0.6943692384615385,312.9743589743589,0.1857319564085505,0.5125483254750761
2022_1,2022,1,perez,red_bull,Sakhir,Q,Bahrain Grand Prix_Sakhir,90.921,91.502166,0.673347,323.0,,,4.0,4.0,305.0,759.0,10000000.0,10000000.0,140000000.0,,0.673347,4.0,323.0,32786.88524590164,30.5,184453.2279314888,5.421428571428572,2.307142857142857,0,27,5185185.185185186,0.2400000000000091,0.4841000000000009,0.0040084807526667,0.9408747693853984,2.0,,5.571428571428571,4.888888888888889,-0.7142857142857143,0.8819175512820513,316.8789102769231,2.5189909599055733,1.2498895176203046
2022_1,2022,1,perez,red_bull,Sakhir,R,Bahrain Grand Prix_Sakhir,96.089,98.1555,1.322255,302.0,4.0,18.0,,4.0,305.0,759.0,10000000.0,10000000.0,140000000.0,-14.0,1.322255,,302.0,32786.88524590164,30.5,184453.2279314888,5.421428571428572,2.157142857142857,0,27,5185185.185185186,0.6490000000000009,0.4841000000000009,0.016062176165803,-1.2040659023095848,2.0,-14.0,5.571428571428571,4.888888888888889,-0.7142857142857143,0.8819175512820513,316.8789102769231,2.304496892736075,1.1821065106940278
2022_1,2022,1,ricciardo,mclaren,Sakhir,Q,Bahrain Grand Prix_Sakhir,92.945,93.357666,0.359501,311.0,,,18.0,18.0,37.0,159.0,15000000.0,15000000.0,140000000.0,,0.359501,18.0,311.0,405405.4054054054,2.466666666666667,880503.1446540881,1.1357142857142857,2.2214285714285715,0,1,140000000.0,0.9369999999999976,0.8730499999999985,0.026358797676627,-0.2848056144403063,2.0,,12.1,12.05,-0.8,0.6864367,312.06375,-4.194624231444031,-0.8717030794187626
2022_1,2022,1,ricciardo,mclaren,Sakhir,R,Bahrain Grand Prix_Sakhir,97.261,99.519656,1.075478,296.0,18.0,14.0,,18.0,37.0,159.0,15000000.0,15000000.0,140000000.0,4.0,1.075478,,296.0,405405.4054054054,2.466666666666667,880503.1446540881,1.1357142857142857,2.1142857142857143,0,1,140000000.0,0.2729999999999961,0.8730499999999985,0.0284551126149941,-1.816906094222437,2.0,4.0,12.1,12.05,-0.8,0.6864367,312.06375,-4.347834279422244,-0.9201195129375318
2022_1,2022,1,russell,mercedes,Sakhir,Q,Bahrain Grand Prix_Sakhir,91.252,92.03,0.492169,315.0,,,9.0,9.0,275.0,515.0,5000000.0,5000000.0,140000000.0,,0.492169,9.0,315.0,18181.81818181818,55.0,271844.66019417474,3.678571428571429,2.25,0,16,8750000.0,0.2039999999999935,0.2797317073170741,0.0076635968108835,0.1237545135015952,1.0,,4.380952380952381,6.4,1.7,0.8245406756097562,312.5898932878049,6.853730907598708,2.6197255777753297
2022_1,2022,1,russell,mercedes,Sakhir,R,Bahrain Grand Prix_Sakhir,96.302,98.639021,1.212182,300.0,9.0,4.0,,9.0,275.0,515.0,5000000.0,5000000.0,140000000.0,5.0,1.212182,,300.0,18181.81818181818,55.0,271844.66019417474,3.678571428571429,2.142857142857143,0,16,8750000.0,0.0740000000000122,0.2797317073170741,0.0183144760494873,-1.4083459662805355,1.0,5.0,4.380952380952381,6.4,1.7,0.8245406756097562,312.5898932878049,6.700520859620495,2.5713091442565608
2022_1,2022,1,sainz,ferrari,Sakhir,Q,Bahrain Grand Prix_Sakhir,90.687,91.105,0.508145,317.0,,,3.0,3.0,246.0,554.0,10000000.0,10000000.0,140000000.0,,0.508145,3.0,317.0,40650.40650406504,24.6,252707.58122743684,3.957142857142857,2.2642857142857142,0,19,7368421.052631579,0.1289999999999906,0.2729189189189193,0.0014245014245013,0.328034577472546,2.0,,5.470588235294118,4.0,-0.4117647058823529,0.8778253681081081,316.1,1.8173738621129143,1.0281690885806851
2022_1,2022,1,sainz,ferrari,Sakhir,R,Bahrain Grand Prix_Sakhir,95.74,98.079957,1.364825,301.0,3.0,2.0,,3.0,246.0,554.0,10000000.0,10000000.0,140000000.0,1.0,1.364825,,301.0,40650.40650406504,24.6,252707.58122743684,3.957142857142857,2.15,1,19,7368421.052631579,1.1700000000000017,0.2729189189189193,0.0123717880934757,-1.30620593429506,2.0,1.0,5.470588235294118,4.0,-0.4117647058823529,0.8778253681081081,316.1,1.6539498109361537,0.9765248928273316
2022_1,2022,1,stroll,aston_martin,Sakhir,Q,Bahrain Grand Prix_Sakhir,93.032,93.1705,0.195868,312.0,,,19.0,19.0,18.0,55.0,10000000.0,10000000.0,140000000.0,,0.195868,19.0,312.0,555555.5555555555,1.8,2545454.5454545454,0.3928571428571428,2.2285714285714286,0,0,,0.2549999999999954,0.2691282051282053,0.0273195079396628,-0.1826655824548308,1.0,,12.095238095238097,15.22222222222222,2.45,0.7431262573870574,314.05128205128204,-3.7899601363651416,-0.7438237887627995
2022_1,2022,1,stroll,aston_martin,Sakhir,R,Bahrain Grand Prix_Sakhir,97.146,99.387676,1.203488,292.0,19.0,12.0,,19.0,18.0,55.0,10000000.0,10000000.0,140000000.0,7.0,1.203488,,292.0,555555.5555555555,1.8,2545454.5454545454,0.3928571428571428,2.085714285714286,0,0,,0.0,0.2691282051282053,0.0272390821613619,-2.2254662221643384,1.0,7.0,12.095238095238097,15.22222222222222,2.45,0.7431262573870574,314.05128205128204,-3.994240200336092,-0.8083790334544917
2022_1,2022,1,tsunoda,alphatauri,Sakhir,Q,Bahrain Grand Prix_Sakhir,92.75,93.1655,0.587605,320.0,,,16.0,16.0,12.0,35.0,750000.0,750000.0,140000000.0,,0.587605,16.0,320.0,62500.0,16.0,4000000.0,0.25,2.2857142857142856,0,0,,1.1149999999999949,0.2987908108108105,0.0242054815698224,0.6344546734289722,2.0,,14.36842105263158,12.77777777777778,-0.9411764705882352,0.7788377567567568,316.1351351351352,-2.6871421267022315,-0.395318481488576
2022_1,2022,1,tsunoda,alphatauri,Sakhir,R,Bahrain Grand Prix_Sakhir,97.104,99.266523,1.167694,307.0,16.0,8.0,,16.0,12.0,35.0,750000.0,750000.0,140000000.0,8.0,1.167694,,307.0,62500.0,16.0,4000000.0,0.25,2.192857142857143,0,0,,0.0,0.2987908108108105,0.0267949666913398,-0.6933657423822078,2.0,8.0,14.36842105263158,12.77777777777778,-0.9411764705882352,0.7788377567567568,316.1351351351352,-2.8199241682833494,-0.4372793905381759
2022_1,2022,1,max_verstappen,red_bull,Sakhir,Q,Bahrain Grand Prix_Sakhir,90.681,91.175,0.615678,322.0,,,2.0,2.0,454.0,759.0,35000000.0,35000000.0,140000000.0,,0.615678,2.0,322.0,77092.51101321586,12.971428571428572,184453.2279314888,5.421428571428572,2.3,0,27,5185185.185185186,0.0,0.1607560975609754,0.0013582455442919,0.838734737399923,1.0,,3.333333333333333,2.55,0.1428571428571428,0.8700985853658536,317.0151219512196,0.9362683771081688,0.7497279177782225
2022_1,2022,1,max_verstappen,red_bull,Sakhir,R,Bahrain Grand Prix_Sakhir,95.44,97.947813,1.238359,301.0,2.0,19.0,,2.0,454.0,759.0,35000000.0,35000000.0,140000000.0,-17.0,1.238359,,301.0,77092.51101321586,12.971428571428572,184453.2279314888,5.421428571428572,2.15,0,27,5185185.185185186,0.0,0.1607560975609754,0.0091995347361744,-1.30620593429506,1.0,-17.0,3.333333333333333,2.55,0.1428571428571428,0.8700985853658536,317.0151219512196,0.7217743099386705,0.6819449108519456
2022_1,2022,1,zhou,alfa,Sakhir,Q,Bahrain Grand Prix_Sakhir,92.387,92.80225,0.521869,316.0,,,15.0,15.0,6.0,55.0,1000000.0,1000000.0,140000000.0,,0.521869,15.0,316.0,166666.66666666666,6.0,2545454.5454545454,0.3928571428571428,2.257142857142857,0,0,,0.8269999999999982,0.4337692499999995,0.0201970008171556,0.2258945454870707,2.0,,13.8,14.75,0.5263157894736842,0.7399147655,317.00322578573247,-3.966007285159188,-0.7994570529529385
2022_1,2022,1,zhou,alfa,Sakhir,R,Bahrain Grand Prix_Sakhir,96.685,99.068263,1.306314,298.0,15.0,10.0,,15.0,6.0,55.0,1000000.0,1000000.0,140000000.0,5.0,1.306314,,298.0,166666.66666666666,6.0,2545454.5454545454,0.3928571428571428,2.128571428571429,0,0,,0.0859999999999985,0.4337692499999995,0.0223643861689755,-1.6126260302514863,2.0,5.0,13.8,14.75,0.5263157894736842,0.7399147655,317.00322578573247,-4.149859342733043,-0.8575567731754614
2022_2,2022,2,albon,williams,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,94.368,96.002071,1.159559,329.0,16.0,14.0,,16.0,4.0,8.0,2000000.0,2000000.0,140000000.0,2.0,1.159559,,329.0,500000.0,2.0,17500000.0,0.0571428571428571,2.35,0,0,,0.0,0.0863333333333342,0.0298360870419276,0.769516889900174,1.0,2.0,13.055555555555555,15.22222222222222,2.388888888888889,0.6872007213905522,318.63969816080066,-3.869546160926816,-0.7689740417524817
2022_2,2022,2,alonso,alpine,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.831,95.786928,1.118503,322.0,7.0,16.0,,7.0,81.0,173.0,20000000.0,20000000.0,140000000.0,-9.0,1.118503,,322.0,246913.5802469136,4.05,809248.5549132949,1.2357142857142858,2.3,0,0,,0.7280000000000086,0.1651794871794873,0.0239758168365453,0.0648231338472875,2.0,-9.0,10.36842105263158,8.4,-0.5789473684210527,0.7784576693240093,317.35817304615387,-2.971231874600304,-0.4850946585342673
2022_2,2022,2,bottas,alfa,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.979,95.992178,1.15683,332.0,8.0,15.0,,8.0,49.0,55.0,10000000.0,10000000.0,140000000.0,-7.0,1.15683,,332.0,204081.6326530612,4.9,2545454.5454545454,0.3928571428571428,2.3714285714285714,0,0,,0.0549999999999926,0.35625641025641,0.0255909378614924,1.0715284996371253,1.0,-7.0,11.31578947368421,11.85,-0.6111111111111112,0.6861957986252702,314.2564102564103,-3.4504579579689896,-0.6365365392207063
2022_2,2022,2,gasly,alphatauri,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.468,95.498567,1.317629,309.0,9.0,8.0,,9.0,23.0,35.0,5000000.0,5000000.0,140000000.0,1.0,1.317629,,309.0,217391.30434782608,4.6,4000000.0,0.25,2.2071428571428573,0,0,,0.0,0.2875499999999988,0.0200144051334658,-1.2438938416795016,1.0,1.0,12.285714285714286,12.578947368421051,-0.5789473684210527,0.79866874725,316.3825,-4.0319254318252815,-0.8202880729014034
2022_2,2022,2,hamilton,mercedes,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.997,95.234368,1.445929,309.0,15.0,10.0,,15.0,240.0,515.0,40000000.0,40000000.0,140000000.0,5.0,1.445929,,309.0,166666.66666666666,6.0,271844.66019417474,3.678571428571429,2.2071428571428573,0,16,8750000.0,0.1760000000000019,0.3116000000000003,0.0148743916013707,-1.2438938416795016,2.0,5.0,5.5,6.0,1.2,0.8766699170000001,312.2,-0.9520563758679504,0.1529919264330881
2022_2,2022,2,hulkenberg,aston_martin,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.651,95.963114,1.159203,310.0,17.0,12.0,,17.0,0.0,55.0,,10000000.0,140000000.0,5.0,1.159203,,310.0,,,2545454.5454545454,0.3928571428571428,2.2142857142857144,0,0,,0.0,0.3516666666666642,0.022011480454853,-1.1432233051005176,2.0,5.0,14.5,17.0,2.5,0.8679419999999999,305.6666666666667,-4.901116530510052,-1.094964137558478
2022_2,2022,2,latifi,williams,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,97.07222,97.08305,0.224382,323.0,18.0,18.0,,18.0,2.0,8.0,1000000.0,1000000.0,140000000.0,0.0,0.224382,,323.0,500000.0,2.0,17500000.0,0.0571428571428571,2.307142857142857,0,0,,2.7042200000000065,0.6417481578947377,0.0593471855424843,0.1654936704262713,2.0,0.0,16.3,18.944444444444443,1.5,0.6077065729639889,318.29763157894735,-5.39588795692044,-1.2513185554958162
2022_2,2022,2,leclerc,ferrari,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,91.634,93.750666,1.245382,317.0,2.0,2.0,,2.0,308.0,554.0,12000000.0,12000000.0,140000000.0,0.0,1.245382,,317.0,38961.03896103896,25.666666666666668,252707.58122743684,3.957142857142857,2.2642857142857142,1,19,7368421.052631579,0.0,0.1497757499999998,0.0,-0.4385295490476313,1.0,0.0,5.571428571428571,2.421052631578948,-1.619047619047619,0.93487751425,315.03406248,1.7495013989333947,1.0067204783579824
2022_2,2022,2,kevin_magnussen,haas,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.779,95.2664,1.539781,308.0,10.0,9.0,,10.0,25.0,37.0,5000000.0,5000000.0,140000000.0,1.0,1.539781,,308.0,200000.0,5.0,3783783.783783784,0.2642857142857143,2.2,0,0,,0.0,0.3638360526315795,0.0124953619835432,-1.3445643782584853,1.0,1.0,13.789473684210526,12.052631578947368,-0.7894736842105263,0.761018250949094,313.2073684210526,-4.263189841868126,-0.8933707334830971
2022_2,2022,2,norris,mclaren,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.753,95.441315,1.582529,322.0,11.0,7.0,,11.0,122.0,159.0,15000000.0,15000000.0,140000000.0,4.0,1.582529,,322.0,122950.81967213115,8.133333333333333,880503.1446540881,1.1357142857142857,2.3,0,1,140000000.0,0.0,0.0464499999999997,0.0122116245061876,0.0648231338472875,1.0,4.0,8.904761904761905,7.684210526315789,-0.7619047619047619,0.8357468750000001,316.26520832,-2.019247762586449,-0.1842548893515195
2022_2,2022,2,ocon,alpine,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.103,95.289,1.327813,306.0,5.0,6.0,,5.0,92.0,173.0,5000000.0,5000000.0,140000000.0,-1.0,1.327813,,306.0,54347.82608695652,18.4,809248.5549132949,1.2357142857142858,2.185714285714285,0,0,,0.0,0.6158692307692297,0.0160311674705895,-1.5459054514164527,1.0,-1.0,8.2,10.263157894736842,2.6842105263157894,0.6943692384615385,312.9743589743589,0.1617620046964113,0.5049734987007647
2022_2,2022,2,perez,red_bull,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.042,93.772268,1.143323,318.0,1.0,4.0,,1.0,305.0,759.0,10000000.0,10000000.0,140000000.0,-3.0,1.143323,,318.0,32786.88524590164,30.5,184453.2279314888,5.421428571428572,2.271428571428572,0,27,5185185.185185186,0.269999999999996,0.4841000000000009,0.0044524957985028,-0.3378590124686475,2.0,-3.0,5.571428571428571,4.888888888888889,-0.7142857142857143,0.8819175512820513,316.8789102769231,2.391117581720169,1.2094798121510233
2022_2,2022,2,ricciardo,mclaren,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,94.487,95.833208,0.945111,304.0,14.0,17.0,,14.0,37.0,159.0,15000000.0,15000000.0,140000000.0,-3.0,0.945111,,304.0,405405.4054054054,2.466666666666667,880503.1446540881,1.1357142857142857,2.1714285714285717,0,1,140000000.0,1.7339999999999949,0.8730499999999985,0.0311347316498242,-1.7472465245744204,2.0,-3.0,12.1,12.05,-0.8,0.6864367,312.06375,-4.3408683224574425,-0.917918176949902
2022_2,2022,2,russell,mercedes,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.821,94.608634,1.196462,308.0,6.0,5.0,,6.0,275.0,515.0,5000000.0,5000000.0,140000000.0,1.0,1.196462,,308.0,18181.81818181818,55.0,271844.66019417474,3.678571428571429,2.2,0,16,8750000.0,0.0,0.2797317073170741,0.0129537071392713,-1.3445643782584853,1.0,1.0,4.380952380952381,6.4,1.7,0.8245406756097562,312.5898932878049,6.7068990184227,2.573324728127816
2022_2,2022,2,sainz,ferrari,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,91.905,93.832682,1.236731,307.0,3.0,3.0,,3.0,246.0,554.0,10000000.0,10000000.0,140000000.0,0.0,1.236731,,307.0,40650.40650406504,24.6,252707.58122743684,3.957142857142857,2.192857142857143,1,19,7368421.052631579,0.2710000000000008,0.2729189189189193,0.0029574175524369,-1.445234914837469,2.0,0.0,5.470588235294118,4.0,-0.4117647058823529,0.8778253681081081,316.1,1.6400469128819126,0.972131390258511
2022_2,2022,2,stroll,aston_martin,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,94.446,96.132064,1.102031,316.0,13.0,13.0,,13.0,18.0,55.0,10000000.0,10000000.0,140000000.0,0.0,1.102031,,316.0,555555.5555555555,1.8,2545454.5454545454,0.3928571428571428,2.257142857142857,0,0,,0.7950000000000017,0.2691282051282053,0.0306872994739944,-0.539200085626615,1.0,0.0,12.095238095238097,15.22222222222222,2.45,0.7431262573870574,314.05128205128204,-3.82561358668232,-0.755090758062632
2022_2,2022,2,max_verstappen,red_bull,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,91.772,93.685878,1.192896,314.0,4.0,1.0,,4.0,454.0,759.0,35000000.0,35000000.0,140000000.0,3.0,1.192896,,314.0,77092.51101321586,12.971428571428572,184453.2279314888,5.421428571428572,2.242857142857143,1,27,5185185.185185186,0.0,0.1607560975609754,0.0015059912259642,-0.7405411587845826,1.0,3.0,3.333333333333333,2.55,0.1428571428571428,0.8700985853658536,317.0151219512196,0.7783407874897184,0.6998206777215619
2022_2,2022,2,zhou,alfa,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.924,95.660555,1.210712,309.0,12.0,11.0,,12.0,6.0,55.0,1000000.0,1000000.0,140000000.0,1.0,1.210712,,309.0,166666.66666666666,6.0,2545454.5454545454,0.3928571428571428,2.2071428571428573,0,0,,0.0,0.4337692499999995,0.0249907239670865,-1.2438938416795016,2.0,1.0,13.8,14.75,0.5263157894736842,0.7399147655,317.00322578573247,-4.112986123875845,-0.8459043406295462
2022_3,2022,3,albon,williams,Melbourne,Q,Australian Grand Prix_Melbourne,80.135,80.41925,0.489514,315.0,,,16.0,16.0,4.0,8.0,2000000.0,2000000.0,140000000.0,,0.489514,16.0,315.0,500000.0,2.0,17500000.0,0.0571428571428571,2.25,0,0,,0.0,0.0863333333333342,0.0291133713463811,-0.2506382629818498,1.0,,13.055555555555555,15.22222222222222,2.388888888888889,0.6872007213905522,318.63969816080066,-3.9715616762150177,-0.8012123151491235
2022_3,2022,3,albon,williams,Melbourne,R,Australian Grand Prix_Melbourne,82.589,84.095088,1.119351,312.0,20.0,10.0,,20.0,4.0,8.0,2000000.0,2000000.0,140000000.0,10.0,1.119351,,312.0,500000.0,2.0,17500000.0,0.0571428571428571,2.2285714285714286,0,0,,0.0,0.0863333333333342,0.0290181908796411,-0.569894729499064,1.0,10.0,13.055555555555555,15.22222222222222,2.388888888888889,0.6872007213905522,318.63969816080066,-4.003487322866739,-0.8113012484081001
2022_3,2022,3,alonso,alpine,Melbourne,Q,Australian Grand Prix_Melbourne,78.815,79.35025,0.430456,323.0,,,10.0,10.0,81.0,173.0,20000000.0,20000000.0,140000000.0,,0.430456,10.0,323.0,246913.5802469136,4.05,809248.5549132949,1.2357142857142858,2.307142857142857,0,0,,0.0,0.1651794871794873,0.0121616068218011,0.6007123143973879,2.0,,10.36842105263158,8.4,-0.5789473684210527,0.7784576693240093,317.35817304615387,-2.917642956545294,-0.468159840468535
2022_3,2022,3,alonso,alpine,Melbourne,R,Australian Grand Prix_Melbourne,80.846,84.390942,1.039285,313.0,10.0,17.0,,10.0,81.0,173.0,20000000.0,20000000.0,140000000.0,-7.0,1.039285,,313.0,246913.5802469136,4.05,809248.5549132949,1.2357142857142858,2.2357142857142858,0,0,,0.0,0.1651794871794873,0.0073012708696735,-0.4634759073266592,2.0,-7.0,10.36842105263158,8.4,-0.5789473684210527,0.7784576693240093,317.35817304615387,-3.0240617787176984,-0.5017896179984568
2022_3,2022,3,bottas,alfa,Melbourne,Q,Australian Grand Prix_Melbourne,79.251,79.537,0.252732,316.0,,,12.0,12.0,49.0,55.0,10000000.0,10000000.0,140000000.0,,0.252732,12.0,316.0,204081.6326530612,4.9,2545454.5454545454,0.3928571428571428,2.257142857142857,0,0,,0.0,0.35625641025641,0.0177608260132533,-0.1442194408094451,1.0,,11.31578947368421,11.85,-0.6111111111111112,0.6861957986252702,314.2564102564103,-3.5720327520136466,-0.6749558074808287
2022_3,2022,3,bottas,alfa,Melbourne,R,Australian Grand Prix_Melbourne,81.651,84.074916,1.134914,312.0,12.0,8.0,,12.0,49.0,55.0,10000000.0,10000000.0,140000000.0,4.0,1.134914,,312.0,204081.6326530612,4.9,2545454.5454545454,0.3928571428571428,2.2285714285714286,0,0,,0.0,0.35625641025641,0.0173311736855219,-0.569894729499064,1.0,4.0,11.31578947368421,11.85,-0.6111111111111112,0.6861957986252702,314.2564102564103,-3.614600280882609,-0.6884077184927975
2022_3,2022,3,gasly,alphatauri,Melbourne,Q,Australian Grand Prix_Melbourne,79.226,79.962,0.718824,317.0,,,11.0,11.0,23.0,35.0,5000000.0,5000000.0,140000000.0,,0.718824,11.0,317.0,217391.30434782608,4.6,4000000.0,0.25,2.2642857142857142,0,0,,0.0,0.2875499999999988,0.0174397698669543,-0.0378006186370403,1.0,,12.285714285714286,12.578947368421051,-0.5789473684210527,0.79866874725,316.3825,-3.911316109521035,-0.7821739066822416
2022_3,2022,3,gasly,alphatauri,Melbourne,R,Australian Grand Prix_Melbourne,82.731,84.431631,0.90149,306.0,11.0,9.0,,11.0,23.0,35.0,5000000.0,5000000.0,140000000.0,2.0,0.90149,,306.0,217391.30434782608,4.6,4000000.0,0.25,2.185714285714285,0,0,,0.0,0.2875499999999988,0.0307874408173434,-1.2084076625334923,1.0,2.0,12.285714285714286,12.578947368421051,-0.5789473684210527,0.79866874725,316.3825,-4.028376813910681,-0.8191666619651558
2022_3,2022,3,hamilton,mercedes,Melbourne,Q,Australian Grand Prix_Melbourne,78.825,79.283125,0.364626,315.0,,,5.0,5.0,240.0,515.0,40000000.0,40000000.0,140000000.0,,0.364626,5.0,315.0,166666.66666666666,6.0,271844.66019417474,3.678571428571429,2.25,0,16,8750000.0,0.0,0.3116000000000003,0.0122900292803207,-0.2506382629818498,2.0,,5.5,6.0,1.2,0.8766699170000001,312.2,-0.8527308179981851,0.1843801371462654
2022_3,2022,3,hamilton,mercedes,Melbourne,R,Australian Grand Prix_Melbourne,81.886,83.414045,1.221037,307.0,5.0,4.0,,5.0,240.0,515.0,40000000.0,40000000.0,140000000.0,1.0,1.221037,,307.0,166666.66666666666,6.0,271844.66019417474,3.678571428571429,2.192857142857143,0,16,8750000.0,0.3909999999999911,0.3116000000000003,0.0202591577373534,-1.1019888403610876,2.0,1.0,5.5,6.0,1.2,0.8766699170000001,312.2,-0.9378658757361088,0.1574763151223279
