timeKey,season,round,driverId,constructorId,circuit,session,circuitKey,bestLapTime_sec,avgLapTime_sec,stdLapTime_sec,maxSpeed_kmh,gridPosition,finishPosition,qualyPosition,startPosition,driverPoints,constructorPoints,estimatedSalaryUSD,estimatedSalaryUSD_imputed,costCapUSD,raceGain,consistencyIndex,qualifyingPerformanceIndex,topSpeedIndex,driverROI,driverEfficiency,budgetEfficiency,pointsPerMillionUSD,speedEfficiency,isPodium,teamPodiums,costPerPodium,teammateDelta,avgTeammateDelta_season,paceAdvantage,speed_zscore,pointsRankInTeam,qualiToRaceDelta,avgFinishPosition_season,avgQualyPosition_season,avgRaceGain_season,avgConsistency_season,avgTopSpeed_season,driverPerformanceScore,driverPerformanceScore_scaled
2023_1,2023,1,tsunoda,alphatauri,Sakhir,R,Bahrain Grand Prix_Sakhir,96.637,98.338681,0.929622,331.0,14.0,11.0,,14.0,17.0,25.0,1000000.0,1000000.0,135000000.0,3.0,0.929622,,331.0,58823.52941176471,17.0,5400000.0,0.1851851851851851,2.451851851851852,0,0,,0.0,0.2425128205128204,0.0280969402953317,1.7579950252692016,1.0,3.0,12.36842105263158,13.25,1.4210526315789471,0.7576294538093485,317.20512820512823,-1.384831863906646,0.0162290579288105
2023_1,2023,1,max_verstappen,red_bull,Sakhir,Q,Bahrain Grand Prix_Sakhir,89.708,90.35075,0.71503,323.0,,,1.0,1.0,575.0,860.0,55000000.0,55000000.0,135000000.0,,0.71503,1.0,323.0,95652.17391304349,10.454545454545457,156976.7441860465,6.37037037037037,2.3925925925925924,0,29,4655172.413793104,0.0,0.0589268292682926,0.0,0.9408747693853984,1.0,,1.2857142857142858,3.2,2.0,0.937657710494397,319.94878048780487,1.431360666928061,0.9061837328637232
2023_1,2023,1,max_verstappen,red_bull,Sakhir,R,Bahrain Grand Prix_Sakhir,96.236,97.495882,0.635655,306.0,1.0,1.0,,1.0,575.0,860.0,55000000.0,55000000.0,135000000.0,0.0,0.635655,,306.0,95652.17391304349,10.454545454545457,156976.7441860465,6.37037037037037,2.2666666666666666,1,29,4655172.413793104,0.0,0.0589268292682926,0.0238308013106942,-0.7955057743676832,1.0,0.0,1.2857142857142858,3.2,2.0,0.937657710494397,319.94878048780487,1.2577226125527528,0.8513117748757849
2023_1,2023,1,zhou,alfa,Sakhir,Q,Bahrain Grand Prix_Sakhir,91.473,91.817,0.341123,321.0,,,13.0,13.0,6.0,16.0,2000000.0,2000000.0,135000000.0,,0.341123,13.0,321.0,333333.3333333333,3.0,8437500.0,0.1185185185185185,2.3777777777777778,0,0,,0.0300000000000011,0.3537229999999997,0.0196749453783386,0.7365947054144476,2.0,,14.0,15.736842105263158,1.5714285714285714,0.74343311875,317.26425,-4.239781585694457,-0.8859734100452511
2023_1,2023,1,zhou,alfa,Sakhir,R,Bahrain Grand Prix_Sakhir,93.996,98.711567,1.030122,302.0,13.0,16.0,,13.0,6.0,16.0,2000000.0,2000000.0,135000000.0,-3.0,1.030122,,302.0,333333.3333333333,3.0,8437500.0,0.1185185185185185,2.237037037037037,0,0,,0.0,0.3537229999999997,0.0,-1.2040659023095848,2.0,-3.0,14.0,15.736842105263158,1.5714285714285714,0.74343311875,317.26425,-4.433847646466861,-0.9473008925023588
2023_2,2023,2,albon,williams,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.994,90.0805,0.122329,332.0,,,17.0,17.0,27.0,28.0,3000000.0,3000000.0,135000000.0,,0.122329,17.0,332.0,111111.11111111112,9.0,4821428.571428572,0.2074074074074074,2.4592592592592597,0,0,,0.2729999999999961,0.1370000000000001,0.0195887384580524,1.0715284996371253,1.0,,12.3,12.894736842105264,-0.2,0.7503708005128206,321.978717948718,-3.07209475640336,-0.5169686842641175
2023_2,2023,2,albon,williams,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,95.567,96.627,0.68741,334.0,17.0,19.0,,17.0,27.0,28.0,3000000.0,3000000.0,135000000.0,-2.0,0.68741,,334.0,111111.11111111112,9.0,4821428.571428572,0.2074074074074074,2.474074074074074,0,0,,1.097999999999999,0.1370000000000001,0.0398341783996691,1.2728695727950927,1.0,-2.0,12.3,12.894736842105264,-0.2,0.7503708005128206,321.978717948718,-3.051960649087563,-0.5106060358531356
2023_2,2023,2,alonso,aston_martin,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,88.73,89.0228,0.311044,325.0,,,3.0,3.0,206.0,280.0,5000000.0,5000000.0,135000000.0,,0.311044,3.0,325.0,24271.844660194176,41.2,482142.8571428572,2.074074074074074,2.4074074074074074,0,8,16875000.0,0.0,0.0421463414634145,0.0052682263637908,0.3668347435842389,1.0,,6.619047619047619,7.0,0.1904761904761904,0.8792810731707318,318.7560975609756,3.8120887003746846,1.658525776213451
2023_2,2023,2,alonso,aston_martin,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.24,94.095723,1.03935,311.0,2.0,3.0,,2.0,206.0,280.0,5000000.0,5000000.0,135000000.0,-1.0,1.03935,,311.0,24271.844660194176,41.2,482142.8571428572,2.074074074074074,2.303703703703704,1,8,16875000.0,0.0,0.0421463414634145,0.0036341479337582,-1.042552768521534,1.0,-1.0,6.619047619047619,7.0,0.1904761904761904,0.8792810731707318,318.7560975609756,3.671149949164108,1.6139872373365778
2023_2,2023,2,bottas,alfa,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.668,90.033333,0.243852,329.0,,,14.0,14.0,10.0,16.0,10000000.0,10000000.0,135000000.0,,0.243852,14.0,329.0,1000000.0,1.0,8437500.0,0.1185185185185185,2.437037037037037,0,0,,0.2070000000000078,0.2194615384615384,0.0158953152438678,0.769516889900174,1.0,,13.75,13.526315789473683,-0.3,0.7138317954896509,318.5897435897436,-4.71337885898,-1.035636511123064
2023_2,2023,2,bottas,alfa,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,94.384,96.189055,0.794279,305.0,14.0,18.0,,14.0,10.0,16.0,10000000.0,10000000.0,135000000.0,-4.0,0.794279,,305.0,1000000.0,1.0,8437500.0,0.1185185185185185,2.259259259259259,0,0,,0.4899999999999949,0.2194615384615384,0.0269623310774052,-1.6465759879954367,1.0,-4.0,13.75,13.526315789473683,-0.3,0.7138317954896509,318.5897435897436,-4.95498814676956,-1.1119882920548465
2023_2,2023,2,de_vries,alphatauri,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.609,95.651,1.045005,310.0,18.0,14.0,,18.0,0.0,25.0,,5000000.0,135000000.0,4.0,1.045005,,310.0,,,5400000.0,0.1851851851851851,2.2962962962962963,0,0,,0.0,0.4394374999999995,0.018529802189193,-1.1432233051005176,2.0,4.0,15.77777777777778,16.142857142857142,0.6666666666666666,0.7134469999999999,314.5625,-5.562651157494178,-1.3040179673196657
2023_2,2023,2,gasly,alpine,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.357,89.777666,0.462676,328.0,,,10.0,10.0,62.0,120.0,5000000.0,5000000.0,135000000.0,,0.462676,10.0,328.0,80645.16129032258,12.4,1125000.0,0.8888888888888888,2.4296296296296296,0,2,67500000.0,0.2789999999999963,0.2664358974358972,0.0123718348156121,0.6688463533211901,1.0,,9.85,11.0,1.15,0.7947770426807631,320.66450851555555,-1.427593068935957,0.0027159426481567
2023_2,2023,2,gasly,alpine,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.392,95.026785,1.060671,306.0,9.0,9.0,,9.0,62.0,120.0,5000000.0,5000000.0,135000000.0,0.0,1.060671,,306.0,80645.16129032258,12.4,1125000.0,0.8888888888888888,2.2666666666666666,0,2,67500000.0,0.1700000000000017,0.2664358974358972,0.0161686941004939,-1.5459054514164527,1.0,0.0,9.85,11.0,1.15,0.7947770426807631,320.66450851555555,-1.6490682494097215,-0.0672731898726442
2023_2,2023,2,hamilton,mercedes,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.223,89.547714,0.328702,327.0,,,8.0,8.0,234.0,409.0,35000000.0,35000000.0,135000000.0,,0.328702,8.0,327.0,149572.64957264956,6.685714285714286,330073.34963325184,3.0296296296296297,2.422222222222222,0,7,19285714.285714287,0.3659999999999996,0.144434,0.0108536792613154,0.5681758167422064,1.0,,5.7,6.0,0.5,0.892824625,318.875,-0.9196077379686364,0.1632461319526252
2023_2,2023,2,hamilton,mercedes,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.941,94.632521,1.302385,311.0,7.0,5.0,,7.0,234.0,409.0,35000000.0,35000000.0,135000000.0,2.0,1.302385,,311.0,149572.64957264956,6.685714285714286,330073.34963325184,3.0296296296296297,2.303703703703704,0,7,19285714.285714287,0.5079999999999956,0.144434,0.0112615063216765,-1.042552768521534,1.0,2.0,5.7,6.0,0.5,0.892824625,318.875,-1.0806805964950106,0.11234494466477
2023_2,2023,2,hulkenberg,haas,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.451,89.6256,0.193488,335.0,,,11.0,11.0,9.0,12.0,2000000.0,2000000.0,135000000.0,,0.193488,11.0,335.0,222222.22222222225,4.5,11250000.0,0.0888888888888888,2.4814814814814814,0,0,,0.0,0.2005974999999999,0.0134368096074319,1.373540109374077,1.0,,14.61904761904762,11.63157894736842,-2.238095238095238,0.76334257775,322.35,-4.603955184180951,-1.001057159793307
2023_2,2023,2,hulkenberg,haas,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.78,95.457095,1.035282,318.0,10.0,12.0,,10.0,9.0,12.0,2000000.0,2000000.0,135000000.0,-2.0,1.035282,,318.0,222222.22222222225,4.5,11250000.0,0.0888888888888888,2.355555555555556,0,0,,0.4060000000000059,0.2005974999999999,0.020390398885818,-0.3378590124686475,1.0,-2.0,14.61904761904762,11.63157894736842,-2.238095238095238,0.76334257775,322.35,-4.775095096365223,-1.0551396712866528
2023_2,2023,2,leclerc,ferrari,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,88.42,89.680142,1.60922748,332.0,,,2.0,2.0,206.0,406.0,24000000.0,24000000.0,135000000.0,,1.60922748,2.0,332.0,116504.85436893204,8.583333333333334,332512.31527093594,3.0074074074074075,2.4592592592592597,0,9,15000000.0,0.0,0.1772728205128209,0.0017560754545968,1.0715284996371253,1.0,,6.947368421052632,4.25,-1.894736842105263,0.8804860123076923,321.38461538461536,-1.288790488109162,0.0465794229845753
2023_2,2023,2,leclerc,ferrari,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.056,94.756311,1.19714,314.0,12.0,7.0,,12.0,206.0,406.0,24000000.0,24000000.0,135000000.0,5.0,1.19714,,314.0,116504.85436893204,8.583333333333334,332512.31527093594,3.0074074074074075,2.325925925925926,0,9,15000000.0,0.2339999999999946,0.1772728205128209,0.0125127848018626,-0.7405411587845826,1.0,5.0,6.947368421052632,4.25,-1.894736842105263,0.8804860123076923,321.38461538461536,-1.4699974539513327,-0.0106844127142616
2023_2,2023,2,kevin_magnussen,haas,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.517,89.8076,0.290481,332.0,,,13.0,13.0,3.0,12.0,5000000.0,5000000.0,135000000.0,,0.290481,13.0,332.0,1666666.6666666667,0.6,11250000.0,0.0888888888888888,2.4592592592592597,0,0,,0.0660000000000025,0.4916923076923085,0.0141845578655186,1.0715284996371253,2.0,,15.3,14.842105263157896,-0.4736842105263157,0.6875300512820512,320.5128205128205,-5.300021207796072,-1.2210233748148434
2023_2,2023,2,kevin_magnussen,haas,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.374,95.228333,1.052684,329.0,13.0,10.0,,13.0,3.0,12.0,5000000.0,5000000.0,135000000.0,3.0,1.052684,,329.0,1666666.6666666667,0.6,11250000.0,0.0888888888888888,2.437037037037037,0,0,,0.0,0.4916923076923085,0.0159728418166387,0.769516889900174,2.0,3.0,15.3,14.842105263157896,-0.4736842105263157,0.6875300512820512,320.5128205128205,-5.330222368769768,-1.2305673474313163
2023_2,2023,2,norris,mclaren,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,90.447,90.447,0.8394029773755657,319.0,,,19.0,19.0,205.0,302.0,20000000.0,20000000.0,135000000.0,,0.8394029773755657,19.0,319.0,97560.9756097561,10.25,447019.8675496689,2.237037037037037,2.362962962962963,0,8,16875000.0,1.2040000000000075,0.1836184999999996,0.0247210105931003,-0.2371884758896637,1.0,,7.7,8.75,0.2,0.8342068748687783,319.763875008,-1.3621395350758445,0.023400138707917
2023_2,2023,2,norris,mclaren,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,94.122,95.632309,0.646479,325.0,19.0,17.0,,19.0,205.0,302.0,20000000.0,20000000.0,135000000.0,2.0,0.646479,,325.0,97560.9756097561,10.25,447019.8675496689,2.237037037037037,2.4074074074074074,0,8,16875000.0,0.0,0.1836184999999996,0.0241115922790677,0.3668347435842389,1.0,2.0,7.7,8.75,0.2,0.8342068748687783,319.763875008,-1.301737213128454,0.0424880839408628
2023_2,2023,2,ocon,alpine,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.078,89.516857,0.400793,329.0,,,7.0,7.0,58.0,120.0,6000000.0,6000000.0,135000000.0,,0.400793,7.0,329.0,103448.27586206896,9.666666666666666,1125000.0,0.8888888888888888,2.437037037037037,0,2,67500000.0,0.0,0.4398441025641018,0.0092108989973376,0.769516889900174,2.0,,11.1,10.578947368421051,0.05,0.7390479680696662,320.27589743589743,-2.3387952130801075,-0.2852361767871744
2023_2,2023,2,ocon,alpine,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.222,95.059818,1.103543,311.0,6.0,8.0,,6.0,58.0,120.0,6000000.0,6000000.0,135000000.0,-2.0,1.103543,,311.0,103448.27586206896,9.666666666666666,1125000.0,0.8888888888888888,2.303703703703704,0,2,67500000.0,0.0,0.4398441025641018,0.0143189780863053,-1.042552768521534,2.0,-2.0,11.1,10.578947368421051,0.05,0.7390479680696662,320.27589743589743,-2.520002178922278,-0.3425000124860115
2023_2,2023,2,perez,red_bull,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,88.265,88.8558,0.422201,338.0,,,1.0,1.0,285.0,860.0,10000000.0,10000000.0,135000000.0,,0.422201,1.0,338.0,35087.71929824561,28.5,156976.7441860465,6.37037037037037,2.5037037037037035,0,29,4655172.413793104,0.0,0.7155302564102558,0.0,1.6755517191110278,2.0,,5.15,8.263157894736842,4.05,0.9261623178091336,321.20512820512823,3.2954652559196624,1.4952658269949044
2023_2,2023,2,perez,red_bull,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.188,93.54051,1.099124,317.0,1.0,1.0,,1.0,285.0,860.0,10000000.0,10000000.0,135000000.0,0.0,1.099124,,317.0,35087.71929824561,28.5,156976.7441860465,6.37037037037037,2.348148148148148,1,29,4655172.413793104,0.2819999999999965,0.7155302564102558,0.0030683524470653,-0.4385295490476313,2.0,0.0,5.15,8.263157894736842,4.05,0.9261623178091336,321.20512820512823,3.0840571291037966,1.4284580186795943
2023_2,2023,2,piastri,mclaren,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.243,90.012333,0.584324,319.0,,,9.0,9.0,97.0,302.0,2000000.0,2000000.0,135000000.0,,0.584324,9.0,319.0,20618.556701030928,48.5,447019.8675496689,2.237037037037037,2.362962962962963,0,8,16875000.0,0.0,0.4254102564102558,0.0110802696425535,-0.2371884758896637,2.0,,10.31578947368421,10.3,-0.5263157894736842,0.8215911182051281,317.94666666666666,3.403069409011573,1.529270185020161
2023_2,2023,2,piastri,mclaren,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,94.287,95.562883,0.718793,334.06,8.0,15.0,,8.0,97.0,302.0,2000000.0,2000000.0,135000000.0,-7.0,0.718793,,334.06,20618.556701030928,48.5,447019.8675496689,2.237037037037037,2.4745185185185186,0,8,16875000.0,0.1650000000000062,0.4254102564102558,0.025906904881074,1.278909804989832,2.0,-7.0,10.31578947368421,10.3,-0.5263157894736842,0.8215911182051281,317.94666666666666,3.5546792370995224,1.577180927554855
2023_2,2023,2,russell,mercedes,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,88.857,89.320428,0.41167,329.0,,,4.0,4.0,175.0,409.0,8000000.0,8000000.0,135000000.0,,0.41167,4.0,329.0,45714.28571428572,21.875,330073.34963325184,3.0296296296296297,2.437037037037037,0,7,19285714.285714287,0.0,0.5482229268292678,0.006707075284654,0.769516889900174,2.0,,8.238095238095237,6.7,-1.761904761904762,0.8393066824390244,316.79926829268294,0.093080544555639,0.4832692345695338
2023_2,2023,2,russell,mercedes,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.433,94.278869,1.063496,311.0,3.0,4.0,,3.0,175.0,409.0,8000000.0,8000000.0,135000000.0,-1.0,1.063496,,311.0,45714.28571428572,21.875,330073.34963325184,3.0296296296296297,2.303703703703704,0,7,19285714.285714287,0.0,0.5482229268292678,0.0057341196439841,-1.042552768521534,2.0,-1.0,8.238095238095237,6.7,-1.761904761904762,0.8393066824390244,316.79926829268294,-0.0881264212865318,0.4260053988706966
2023_2,2023,2,sainz,ferrari,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,88.931,89.620428,0.742381,330.0,,,5.0,5.0,200.0,406.0,12000000.0,12000000.0,135000000.0,,0.742381,5.0,330.0,60000.0,16.666666666666668,332512.31527093594,3.0074074074074075,2.4444444444444446,0,9,15000000.0,0.5109999999999957,0.2837599999999998,0.007545459695236,0.8701874264791577,2.0,,6.75,5.35,-1.25,0.873577379,319.72525,-0.0278389952520842,0.4450570354515404
2023_2,2023,2,sainz,ferrari,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,92.822,94.593886,1.204983,313.0,4.0,6.0,,4.0,200.0,406.0,12000000.0,12000000.0,135000000.0,-2.0,1.204983,,313.0,60000.0,16.666666666666668,332512.31527093594,3.0074074074074075,2.3185185185185184,0,9,15000000.0,0.0,0.2837599999999998,0.0099667051117444,-0.8412116953635664,2.0,-2.0,6.75,5.35,-1.25,0.873577379,319.72525,-0.1989789074363566,0.3909745239581942
2023_2,2023,2,sargeant,williams,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.721,89.721,0.76686821875,319.44293650285715,,,20.0,20.0,1.0,28.0,1000000.0,1000000.0,135000000.0,,0.76686821875,20.0,319.44293650285715,1000000.0,1.0,4821428.571428572,0.2074074074074074,2.366243974095238,0,0,,0.0,0.6492620512820526,0.0164957797541493,-0.1925978204766158,2.0,,16.047619047619047,17.61111111111111,0.9047619047619048,0.7269920625,320.7976854209172,-5.521720893059566,-1.2910834538653926
2023_2,2023,2,sargeant,williams,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,94.469,95.924093,0.880517,315.0,20.0,16.0,,20.0,1.0,28.0,1000000.0,1000000.0,135000000.0,4.0,0.880517,,315.0,1000000.0,1.0,4821428.571428572,0.2074074074074074,2.333333333333333,0,0,,0.0,0.6492620512820526,0.0278871890844991,-0.6398706222055989,2.0,4.0,16.047619047619047,17.61111111111111,0.9047619047619048,0.7269920625,320.7976854209172,-5.566448173232465,-1.3052178753053911
2023_2,2023,2,stroll,aston_martin,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,88.945,89.3795,0.50075,321.0,,,6.0,6.0,74.0,280.0,2000000.0,2000000.0,135000000.0,,0.50075,6.0,321.0,27027.027027027027,37.0,482142.8571428572,2.074074074074074,2.3777777777777778,0,8,16875000.0,0.2149999999999892,0.7045499999999993,0.0077040729621027,-0.0358474027316962,2.0,,10.6,12.55,1.8421052631578947,0.8016163969698795,319.77375,2.016385198977211,1.0910593447219914
2023_2,2023,2,stroll,aston_martin,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,95.14,95.787923,0.48306,329.0,5.0,20.0,,5.0,74.0,280.0,2000000.0,2000000.0,135000000.0,-15.0,0.48306,,329.0,27027.027027027027,37.0,482142.8571428572,2.074074074074074,2.437037037037037,0,8,16875000.0,2.9000000000000057,0.7045499999999993,0.0351881269993252,0.769516889900174,2.0,-15.0,10.6,12.55,1.8421052631578947,0.8016163969698795,319.77375,2.096921628240397,1.116509938365919
2023_2,2023,2,tsunoda,alphatauri,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.939,90.431333,0.481865,327.0,,,16.0,16.0,17.0,25.0,1000000.0,1000000.0,135000000.0,,0.481865,16.0,327.0,58823.52941176471,17.0,5400000.0,0.1851851851851851,2.422222222222222,0,0,,0.0,0.2425128205128204,0.0189656149096471,0.5681758167422064,1.0,,12.36842105263158,13.25,1.4210526315789471,0.7576294538093485,317.20512820512823,-1.5038137847593454,-0.0213708275677292
2023_2,2023,2,tsunoda,alphatauri,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.931,95.512044,1.126898,312.0,16.0,11.0,,16.0,17.0,25.0,1000000.0,1000000.0,135000000.0,5.0,1.126898,,312.0,58823.52941176471,17.0,5400000.0,0.1851851851851851,2.311111111111111,0,0,,0.3220000000000027,0.2425128205128204,0.0220333819337148,-0.9418822319425502,1.0,5.0,12.36842105263158,13.25,1.4210526315789471,0.7576294538093485,317.20512820512823,-1.654819589627821,-0.0690906906500935
2023_2,2023,2,max_verstappen,red_bull,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,88.761,88.761,0.8724687702702703,338.0,,,15.0,15.0,575.0,860.0,55000000.0,55000000.0,135000000.0,,0.8724687702702703,15.0,338.0,95652.17391304349,10.454545454545457,156976.7441860465,6.37037037037037,2.5037037037037035,0,29,4655172.413793104,0.4959999999999951,0.0589268292682926,0.0056194414547101,1.6755517191110278,1.0,,1.2857142857142858,3.2,2.0,0.937657710494397,319.94878048780487,1.504828361900624,0.929400511504261
2023_2,2023,2,max_verstappen,red_bull,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,91.906,93.845847,1.493614,316.0,15.0,2.0,,15.0,575.0,860.0,55000000.0,55000000.0,135000000.0,13.0,1.493614,,316.0,95652.17391304349,10.454545454545457,156976.7441860465,6.37037037037037,2.340740740740741,1,29,4655172.413793104,0.0,0.0589268292682926,0.0,-0.539200085626615,1.0,13.0,1.2857142857142858,3.2,2.0,0.937657710494397,319.94878048780487,1.2833531814268595,0.85941137898346
2023_2,2023,2,zhou,alfa,Jeddah,Q,Saudi Arabian Grand Prix_Jeddah,89.461,90.086285,0.440126,331.0,,,12.0,12.0,6.0,16.0,2000000.0,2000000.0,135000000.0,,0.440126,12.0,331.0,333333.3333333333,3.0,8437500.0,0.1185185185185185,2.451851851851852,0,0,,0.0,0.3537229999999997,0.0135501047980512,0.9708579630581416,2.0,,14.0,15.736842105263158,1.5714285714285714,0.74343311875,317.26425,-4.216355259930088,-0.878570376373981
2023_2,2023,2,zhou,alfa,Jeddah,R,Saudi Arabian Grand Prix_Jeddah,93.894,95.441571,0.854033,309.0,11.0,13.0,,11.0,6.0,16.0,2000000.0,2000000.0,135000000.0,-2.0,0.854033,,309.0,333333.3333333333,3.0,8437500.0,0.1185185185185185,2.2888888888888888,0,0,,0.0,0.3537229999999997,0.021630796683568,-1.2438938416795016,2.0,-2.0,14.0,15.736842105263158,1.5714285714285714,0.74343311875,317.26425,-4.437830440403852,-0.9485595088947818
2023_3,2023,3,albon,williams,Melbourne,Q,Australian Grand Prix_Melbourne,77.609,78.055375,0.41946,322.0,,,8.0,8.0,27.0,28.0,3000000.0,3000000.0,135000000.0,,0.41946,8.0,322.0,111111.11111111112,9.0,4821428.571428572,0.2074074074074074,2.3851851851851853,0,0,,0.0,0.1370000000000001,0.0114293906062659,0.4942934922249832,1.0,,12.3,12.894736842105264,-0.2,0.7503708005128206,321.978717948718,-3.129818257144574,-0.5352100860062867
2023_3,2023,3,albon,williams,Melbourne,R,Australian Grand Prix_Melbourne,83.349,83.771666,0.502315,312.0,8.0,19.0,,8.0,27.0,28.0,3000000.0,3000000.0,135000000.0,-11.0,0.502315,,312.0,111111.11111111112,9.0,4821428.571428572,0.2074074074074074,2.311111111111111,0,0,,1.893000000000001,0.1370000000000001,0.0388109927089175,-0.569894729499064,1.0,-11.0,12.3,12.894736842105264,-0.2,0.7503708005128206,321.978717948718,-3.236237079316979,-0.5688398635362086
2023_3,2023,3,alonso,aston_martin,Melbourne,Q,Australian Grand Prix_Melbourne,77.139,78.15425,1.345655,318.0,,,4.0,4.0,206.0,280.0,5000000.0,5000000.0,135000000.0,,1.345655,4.0,318.0,24271.844660194176,41.2,482142.8571428572,2.074074074074074,2.355555555555556,0,8,16875000.0,0.0,0.0421463414634145,0.005304175572121,0.0686182035353643,1.0,,6.619047619047619,7.0,0.1904761904761904,0.8792810731707318,318.7560975609756,3.782267046369797,1.6491017328977495
2023_3,2023,3,alonso,aston_martin,Melbourne,R,Australian Grand Prix_Melbourne,80.476,82.085568,1.013688,303.0,4.0,3.0,,4.0,206.0,280.0,5000000.0,5000000.0,135000000.0,1.0,1.013688,,303.0,24271.844660194176,41.2,482142.8571428572,2.074074074074074,2.2444444444444445,1,8,16875000.0,0.0,0.0421463414634145,0.0030036766996945,-1.5276641290507065,1.0,1.0,6.619047619047619,7.0,0.1904761904761904,0.8792810731707318,318.7560975609756,3.62263881311119,1.598657066602867
2023_3,2023,3,bottas,alfa,Melbourne,Q,Australian Grand Prix_Melbourne,78.714,79.296,0.865384,319.0,,,19.0,19.0,10.0,16.0,10000000.0,10000000.0,135000000.0,,0.865384,19.0,319.0,1000000.0,1.0,8437500.0,0.1185185185185185,2.362962962962963,0,0,,0.1739999999999923,0.2194615384615384,0.0258301621227128,0.175037025707769,1.0,,13.75,13.526315789473683,-0.3,0.7138317954896509,318.5897435897436,-4.77282684539924,-1.0544228735077368
2023_3,2023,3,bottas,alfa,Melbourne,R,Australian Grand Prix_Melbourne,82.233,83.417097,0.837065,299.0,19.0,11.0,,19.0,10.0,16.0,10000000.0,10000000.0,135000000.0,8.0,0.837065,,299.0,1000000.0,1.0,8437500.0,0.1185185185185185,2.214814814814815,0,0,,0.4140000000000015,0.2194615384615384,0.0249018508132361,-1.9533394177403247,1.0,8.0,13.75,13.526315789473683,-0.3,0.7138317954896509,318.5897435897436,-4.98566448974405,-1.1216824285675806
2023_3,2023,3,de_vries,alphatauri,Melbourne,Q,Australian Grand Prix_Melbourne,78.335,78.999375,0.563155,319.0,,,15.0,15.0,0.0,25.0,,5000000.0,135000000.0,,0.563155,15.0,319.0,,,5400000.0,0.1851851851851851,2.362962962962963,0,0,,0.23599999999999,0.4394374999999995,0.0208908929781577,0.175037025707769,2.0,,15.77777777777778,16.142857142857142,0.6666666666666666,0.7134469999999999,314.5625,-5.430825124413349,-1.2623591698000105
2023_3,2023,3,de_vries,alphatauri,Melbourne,R,Australian Grand Prix_Melbourne,81.183,83.799153,1.093586,303.0,15.0,15.0,,15.0,0.0,25.0,,5000000.0,135000000.0,0.0,1.093586,,303.0,,,5400000.0,0.1851851851851851,2.2444444444444445,0,0,,0.0,0.4394374999999995,0.0118152925780521,-1.5276641290507065,2.0,0.0,15.77777777777778,16.142857142857142,0.6666666666666666,0.7134469999999999,314.5625,-5.601095239889197,-1.3161668138478857
2023_3,2023,3,gasly,alpine,Melbourne,Q,Australian Grand Prix_Melbourne,77.574,78.073222,0.445391,328.0,,,9.0,9.0,62.0,120.0,5000000.0,5000000.0,135000000.0,,0.445391,9.0,328.0,80645.16129032258,12.4,1125000.0,0.8888888888888888,2.4296296296296296,0,2,67500000.0,0.0,0.2664358974358972,0.0109732575718084,1.1328064252594114,1.0,,9.85,11.0,1.15,0.7947770426807631,320.66450851555555,-1.381197061742135,0.0173777042459042
