season,round,gp,session,circuit,driverCode,bestLapTime_sec,avgLapTime_sec,stdLapTime_sec,maxSpeed_kmh,gridPosition,finishPosition,qualyPosition,startPosition,qualyPosition_fromQ,raceGain
2022,6,Spanish Grand Prix,R,Barcelona,LEC,87.03,88.068125,0.622947,305.0,1.0,20.0,,1.0,1.0,-19.0
2022,6,Spanish Grand Prix,R,Barcelona,MAG,87.537,89.009571,0.739744,297.88,8.0,17.0,,8.0,8.0,-9.0
2022,6,Spanish Grand Prix,R,Barcelona,MSC,87.447,89.083657,0.605882,299.0,10.0,14.0,,10.0,10.0,-4.0
2022,6,Spanish Grand Prix,R,Barcelona,NOR,85.619,88.476888,1.197732,319.0,11.0,8.0,,11.0,11.0,3.0
2022,6,Spanish Grand Prix,R,Barcelona,OCO,85.935,88.458087,1.134157,298.0,12.0,7.0,,12.0,12.0,5.0
2022,6,Spanish Grand Prix,R,Barcelona,PER,84.108,87.571931,1.193671,303.0,5.0,2.0,,5.0,5.0,3.0
2022,6,Spanish Grand Prix,R,Barcelona,RIC,87.285,88.801609,0.746146,302.0,9.0,12.0,,9.0,9.0,-3.0
2022,6,Spanish Grand Prix,R,Barcelona,RUS,84.636,87.936719,1.082113,328.0,4.0,3.0,,4.0,4.0,1.0
2022,6,Spanish Grand Prix,R,Barcelona,SAI,85.985,87.732142,0.982576,306.0,3.0,4.0,,3.0,3.0,-1.0
2022,6,Spanish Grand Prix,R,Barcelona,STR,86.876,88.726243,0.806953,300.0,17.0,15.0,,17.0,18.0,2.0
2022,6,Spanish Grand Prix,R,Barcelona,TSU,86.828,88.5976,0.946006,304.0,13.0,10.0,,13.0,13.0,3.0
2022,6,Spanish Grand Prix,R,Barcelona,VER,85.456,87.391271,0.980454,299.0,2.0,1.0,,2.0,2.0,1.0
2022,6,Spanish Grand Prix,R,Barcelona,VET,87.629,88.738641,0.599877,321.0,16.0,11.0,,16.0,16.0,5.0
2022,6,Spanish Grand Prix,R,Barcelona,ZHO,88.28636,89.36736016,0.466412,299.0,15.0,19.0,,15.0,15.0,-4.0
2022,7,Monaco Grand Prix,R,Monaco,ALB,78.023,78.875571,0.596411,287.0,16.0,18.0,,16.0,16.0,-2.0
2022,7,Monaco Grand Prix,R,Monaco,ALO,75.882,78.297956,1.081114,278.0,7.0,7.0,,7.0,7.0,0.0
2022,7,Monaco Grand Prix,R,Monaco,BOT,77.6,78.48525,0.68786,277.0,12.0,9.0,,12.0,12.0,3.0
2022,7,Monaco Grand Prix,R,Monaco,GAS,77.344,78.308454,0.654623,289.0,17.0,11.0,,17.0,17.0,6.0
2022,7,Monaco Grand Prix,R,Monaco,HAM,77.203,78.372909,0.592489,281.0,8.0,8.0,,8.0,8.0,0.0
2022,7,Monaco Grand Prix,R,Monaco,LAT,78.41256,79.213473,0.38854635000000004,289.53999999999996,19.0,15.0,,19.0,19.0,4.0
2022,7,Monaco Grand Prix,R,Monaco,LEC,76.249,77.7093,0.973688,283.0,1.0,4.0,,1.0,1.0,-3.0
2022,7,Monaco Grand Prix,R,Monaco,NOR,74.693,76.928296,1.284246,282.0,5.0,6.0,,5.0,5.0,-1.0
2022,7,Monaco Grand Prix,R,Monaco,OCO,77.571,78.399173,0.62271,279.0,10.0,12.0,,10.0,10.0,-2.0
2022,7,Monaco Grand Prix,R,Monaco,PER,76.028,77.731066,1.081384,281.0,3.0,1.0,,3.0,3.0,2.0
2022,7,Monaco Grand Prix,R,Monaco,RIC,77.532,78.498217,0.770362,287.0,14.0,13.0,,14.0,14.0,1.0
2022,7,Monaco Grand Prix,R,Monaco,RUS,76.83,77.948633,0.831002,281.0,6.0,5.0,,6.0,6.0,1.0
2022,7,Monaco Grand Prix,R,Monaco,SAI,76.421,77.733,0.990891,283.0,2.0,2.0,,2.0,2.0,0.0
2022,7,Monaco Grand Prix,R,Monaco,STR,77.672,78.625086,0.714676,286.0,18.0,14.0,,18.0,18.0,4.0
2022,7,Monaco Grand Prix,R,Monaco,TSU,75.334,78.543105,1.586773,285.0,11.0,17.0,,11.0,11.0,-6.0
2022,7,Monaco Grand Prix,R,Monaco,VER,76.052,77.710266,1.008,270.0,4.0,3.0,,4.0,4.0,1.0
2022,7,Monaco Grand Prix,R,Monaco,VET,77.558,78.385478,0.677135,286.0,9.0,10.0,,9.0,9.0,-1.0
2022,7,Monaco Grand Prix,R,Monaco,ZHO,78.2,79.2945,0.492263,285.0,20.0,16.0,,20.0,20.0,4.0
2022,8,Azerbaijan Grand Prix,R,Baku,ALB,107.966,109.864534,1.402308,323.0,17.0,12.0,,17.0,17.0,5.0
2022,8,Azerbaijan Grand Prix,R,Baku,ALO,107.989,109.600409,0.990974,328.0,10.0,7.0,,10.0,10.0,3.0
2022,8,Azerbaijan Grand Prix,R,Baku,BOT,108.179,110.352,1.389309,317.0,15.0,11.0,,15.0,15.0,4.0
2022,8,Azerbaijan Grand Prix,R,Baku,GAS,108.519,109.632977,0.775709,318.0,6.0,5.0,,6.0,6.0,1.0
2022,8,Azerbaijan Grand Prix,R,Baku,HAM,107.044,109.313086,1.214233,315.0,7.0,4.0,,7.0,7.0,3.0
2022,8,Azerbaijan Grand Prix,R,Baku,LAT,109.583,111.119026,0.90667,321.0,18.0,15.0,,18.0,18.0,3.0
2022,8,Azerbaijan Grand Prix,R,Baku,LEC,107.531,108.605058,1.003584,318.0,1.0,19.0,,1.0,1.0,-18.0
2022,8,Azerbaijan Grand Prix,R,Baku,MAG,108.789,110.544464,0.66212,324.0,16.0,17.0,,16.0,16.0,-1.0
2022,8,Azerbaijan Grand Prix,R,Baku,MSC,108.41,110.306414,1.282632,319.0,20.0,14.0,,20.0,20.0,6.0
2022,8,Azerbaijan Grand Prix,R,Baku,NOR,107.997,109.64425,1.221852,315.0,11.0,9.0,,11.0,11.0,2.0
2022,8,Azerbaijan Grand Prix,R,Baku,OCO,108.297,110.246347,1.162907,326.0,13.0,10.0,,13.0,13.0,3.0
2022,8,Azerbaijan Grand Prix,R,Baku,PER,106.046,108.083545,0.992146,324.0,2.0,2.0,,2.0,2.0,0.0
2022,8,Azerbaijan Grand Prix,R,Baku,RIC,108.276,109.903304,1.055988,317.0,12.0,8.0,,12.0,12.0,4.0
2022,8,Azerbaijan Grand Prix,R,Baku,RUS,107.177,108.771933,0.881481,312.0,5.0,3.0,,5.0,5.0,2.0
2022,8,Azerbaijan Grand Prix,R,Baku,SAI,108.978,109.155285,0.48749834000000003,324.0,4.0,20.0,,4.0,4.0,-16.0
2022,8,Azerbaijan Grand Prix,R,Baku,STR,108.038,110.668638,1.129911,323.0,19.0,16.0,,19.0,19.0,3.0
2022,8,Azerbaijan Grand Prix,R,Baku,TSU,107.523,109.708568,1.275683,322.0,8.0,13.0,,8.0,8.0,-5.0
2022,8,Azerbaijan Grand Prix,R,Baku,VER,106.05,107.79875,1.170735,325.0,3.0,1.0,,3.0,3.0,2.0
2022,8,Azerbaijan Grand Prix,R,Baku,VET,108.206,109.638955,0.894413,324.0,9.0,6.0,,9.0,9.0,3.0
2022,8,Azerbaijan Grand Prix,R,Baku,ZHO,108.723,110.477526,0.936407,333.0,14.0,18.0,,14.0,14.0,-4.0
2022,9,Canadian Grand Prix,R,Montréal,ALB,77.951,79.232428,0.720216,321.0,12.0,13.0,,12.0,12.0,-1.0
2022,9,Canadian Grand Prix,R,Montréal,ALO,77.01,78.489862,0.817328,326.0,2.0,9.0,,2.0,2.0,-7.0
2022,9,Canadian Grand Prix,R,Montréal,BOT,76.927,78.729206,0.931725,333.0,11.0,7.0,,11.0,11.0,4.0
2022,9,Canadian Grand Prix,R,Montréal,GAS,77.81,79.008924,0.769673,336.0,15.0,14.0,,15.0,,1.0
2022,9,Canadian Grand Prix,R,Montréal,HAM,76.167,77.687898,0.912359,309.0,4.0,3.0,,4.0,4.0,1.0
2022,9,Canadian Grand Prix,R,Montréal,LAT,78.54,79.66317076,0.596335,316.0,18.0,16.0,,18.0,,2.0
2022,9,Canadian Grand Prix,R,Montréal,LEC,75.901,78.339491,1.163839,312.0,19.0,5.0,,19.0,,14.0
2022,9,Canadian Grand Prix,R,Montréal,MAG,78.046,79.410654,0.616955,310.0,5.0,17.0,,5.0,5.0,-12.0
2022,9,Canadian Grand Prix,R,Montréal,MSC,78.967,79.507533,0.454676,309.0,6.0,19.0,,6.0,6.0,-13.0
2022,9,Canadian Grand Prix,R,Montréal,NOR,77.495,79.147285,0.833442,331.0,14.0,15.0,,14.0,,-1.0
2022,9,Canadian Grand Prix,R,Montréal,OCO,77.11,78.504254,0.774444,310.0,7.0,6.0,,7.0,7.0,1.0
2022,9,Canadian Grand Prix,R,Montréal,PER,78.844,79.4226,0.39885238,338.69,13.0,20.0,,13.0,,-7.0
2022,9,Canadian Grand Prix,R,Montréal,RIC,77.932,79.139034,0.589855,308.0,9.0,11.0,,9.0,9.0,-2.0
2022,9,Canadian Grand Prix,R,Montréal,RUS,76.418,77.824051,0.918793,306.0,8.0,4.0,,8.0,8.0,4.0
2022,9,Canadian Grand Prix,R,Montréal,SAI,75.749,77.400016,0.941023,324.0,3.0,2.0,,3.0,3.0,1.0
2022,9,Canadian Grand Prix,R,Montréal,STR,77.421,79.076877,0.805692,310.0,17.0,10.0,,17.0,,7.0
2022,9,Canadian Grand Prix,R,Montréal,TSU,78.309,79.26925,0.505228,312.0,20.0,18.0,,20.0,,2.0
2022,9,Canadian Grand Prix,R,Montréal,VER,75.839,77.336898,0.898169,309.0,1.0,1.0,,1.0,1.0,0.0
2022,9,Canadian Grand Prix,R,Montréal,VET,77.956,78.870074,0.489818,315.0,16.0,12.0,,16.0,,4.0
2022,9,Canadian Grand Prix,R,Montréal,ZHO,76.578,78.816706,0.938342,336.0,10.0,8.0,,10.0,10.0,2.0
2022,11,Austrian Grand Prix,R,Spielberg,ALB,69.669,71.166877,0.602378,319.0,15.0,12.0,,15.0,11.0,3.0
2022,11,Austrian Grand Prix,R,Spielberg,ALO,68.558,70.535558,0.927205,313.0,19.0,10.0,,19.0,8.0,9.0
2022,11,Austrian Grand Prix,R,Spielberg,BOT,69.266,70.971235,0.684039,315.0,,11.0,,,12.0,
2022,11,Austrian Grand Prix,R,Spielberg,GAS,70.104,71.158897,0.510966,297.0,14.0,15.0,,14.0,10.0,-1.0
2022,11,Austrian Grand Prix,R,Spielberg,HAM,69.0,70.542065,0.802131,298.0,8.0,3.0,,8.0,9.0,5.0
2022,11,Austrian Grand Prix,R,Spielberg,LAT,70.89,71.4855,0.298799,298.0,17.0,19.0,,17.0,19.0,-2.0
2022,11,Austrian Grand Prix,R,Spielberg,LEC,67.583,69.910365,0.895983,301.0,2.0,1.0,,2.0,2.0,1.0
2022,11,Austrian Grand Prix,R,Spielberg,MAG,69.938,71.042471,0.577958,297.0,7.0,8.0,,7.0,6.0,-1.0
2022,11,Austrian Grand Prix,R,Spielberg,MSC,69.625,70.891283,0.630063,310.0,9.0,6.0,,9.0,7.0,3.0
2022,11,Austrian Grand Prix,R,Spielberg,NOR,69.304,70.929854,0.723034,317.0,10.0,7.0,,10.0,15.0,3.0
2022,11,Austrian Grand Prix,R,Spielberg,OCO,69.559,71.013049,0.645538,311.0,6.0,5.0,,6.0,5.0,1.0
2022,11,Austrian Grand Prix,R,Spielberg,PER,71.04990000000001,71.5722883,0.21093824,293.0,5.0,20.0,,5.0,13.0,-15.0
2022,11,Austrian Grand Prix,R,Spielberg,RIC,69.924,71.1049,0.613327,297.0,11.0,9.0,,11.0,16.0,2.0
2022,11,Austrian Grand Prix,R,Spielberg,RUS,69.075,70.677587,0.777831,313.0,4.0,4.0,,4.0,4.0,0.0
2022,11,Austrian Grand Prix,R,Spielberg,SAI,68.649,70.356,0.645507,312.0,3.0,18.0,,3.0,3.0,-15.0
2022,11,Austrian Grand Prix,R,Spielberg,STR,70.004,70.987292,0.718166,319.0,12.0,13.0,,12.0,17.0,-1.0
2022,11,Austrian Grand Prix,R,Spielberg,TSU,70.023,70.989194,0.551737,302.0,16.0,16.0,,16.0,14.0,0.0
2022,11,Austrian Grand Prix,R,Spielberg,VER,67.275,69.98164,0.92382,312.0,1.0,2.0,,1.0,1.0,-1.0
2022,11,Austrian Grand Prix,R,Spielberg,VET,70.0,70.923622,0.574513,310.0,18.0,17.0,,18.0,20.0,1.0
2022,11,Austrian Grand Prix,R,Spielberg,ZHO,69.38,70.75988,0.74925,321.0,13.0,14.0,,13.0,18.0,-1.0
2022,12,French Grand Prix,R,Le Castellet,ALB,99.199,100.298191,0.690808,311.0,13.0,13.0,,13.0,15.0,0.0
2022,12,French Grand Prix,R,Le Castellet,ALO,98.16,99.517936,0.617869,308.0,7.0,6.0,,7.0,7.0,1.0
2022,12,French Grand Prix,R,Le Castellet,BOT,97.963,99.927906,1.14764,321.0,11.0,14.0,,11.0,13.0,-3.0
2022,12,French Grand Prix,R,Le Castellet,GAS,98.786,100.275127,0.836643,312.0,14.0,12.0,,14.0,16.0,2.0
2022,12,French Grand Prix,R,Le Castellet,HAM,97.668,98.679312,0.591745,309.0,4.0,2.0,,4.0,4.0,2.0
2022,12,French Grand Prix,R,Le Castellet,LAT,99.65,100.61109,0.556855,308.0,18.0,17.0,,18.0,20.0,1.0
2022,12,French Grand Prix,R,Le Castellet,LEC,98.088,98.849437,0.39685657,308.0,1.0,19.0,,1.0,1.0,-18.0
2022,12,French Grand Prix,R,Le Castellet,MAG,99.265,100.218064,0.461982,307.0,20.0,18.0,,20.0,10.0,2.0
2022,12,French Grand Prix,R,Le Castellet,MSC,99.068,100.154113,0.639697,306.0,17.0,15.0,,17.0,19.0,2.0
2022,12,French Grand Prix,R,Le Castellet,NOR,98.985,99.795127,0.515963,310.0,5.0,7.0,,5.0,5.0,-2.0
2022,12,French Grand Prix,R,Le Castellet,OCO,98.684,99.897851,0.556446,307.0,10.0,8.0,,10.0,12.0,2.0
2022,12,French Grand Prix,R,Le Castellet,PER,97.78,98.802937,0.681217,317.0,3.0,4.0,,3.0,3.0,-1.0
2022,12,French Grand Prix,R,Le Castellet,RIC,99.133,100.084659,0.638614,326.0,9.0,9.0,,9.0,11.0,0.0
2022,12,French Grand Prix,R,Le Castellet,RUS,97.548,98.857854,0.791903,312.0,6.0,3.0,,6.0,6.0,3.0
2022,12,French Grand Prix,R,Le Castellet,SAI,96.02397,98.653755,1.44269428,309.0,19.0,5.0,,19.0,9.0,14.0
2022,12,French Grand Prix,R,Le Castellet,STR,99.185,100.085787,0.597254,327.0,15.0,10.0,,15.0,17.0,5.0
2022,12,French Grand Prix,R,Le Castellet,TSU,99.99526,101.22350958,0.717626,309.0,8.0,20.0,,8.0,8.0,-12.0
2022,12,French Grand Prix,R,Le Castellet,VER,97.491,98.280804,0.538253,317.0,2.0,1.0,,2.0,2.0,1.0
2022,12,French Grand Prix,R,Le Castellet,VET,99.044,100.117829,0.736367,310.0,12.0,11.0,,12.0,14.0,1.0
2022,12,French Grand Prix,R,Le Castellet,ZHO,99.368,100.470108,0.77124,309.0,16.0,16.0,,16.0,18.0,0.0
2022,13,Hungarian Grand Prix,R,Budapest,ALB,83.047,85.096581,0.890372,294.0,17.0,17.0,,17.0,17.0,0.0
2022,13,Hungarian Grand Prix,R,Budapest,ALO,83.979,85.130416,0.72538,297.0,6.0,8.0,,6.0,6.0,-2.0
2022,13,Hungarian Grand Prix,R,Budapest,BOT,84.002,85.265947,0.627108,289.0,8.0,20.0,,8.0,8.0,-12.0
2022,13,Hungarian Grand Prix,R,Budapest,GAS,83.199,85.00962,0.910128,291.0,,12.0,,,19.0,
2022,13,Hungarian Grand Prix,R,Budapest,HAM,81.386,83.741661,1.150131,285.0,7.0,2.0,,7.0,7.0,5.0
2022,13,Hungarian Grand Prix,R,Budapest,LAT,82.478,85.27129,1.116455,312.0,19.0,18.0,,19.0,20.0,1.0
2022,13,Hungarian Grand Prix,R,Budapest,LEC,81.622,83.596639,1.016502,287.0,3.0,6.0,,3.0,3.0,-3.0
2022,13,Hungarian Grand Prix,R,Budapest,MAG,83.511,85.206054,0.948358,285.0,13.0,16.0,,13.0,13.0,-3.0
2022,13,Hungarian Grand Prix,R,Budapest,MSC,83.151,85.108701,1.062853,285.0,15.0,14.0,,15.0,15.0,1.0
2022,13,Hungarian Grand Prix,R,Budapest,NOR,83.043,84.353456,0.671967,302.0,4.0,7.0,,4.0,4.0,-3.0
2022,13,Hungarian Grand Prix,R,Budapest,OCO,84.05982,85.227,0.601634,287.0,5.0,9.0,,5.0,5.0,-4.0
2022,13,Hungarian Grand Prix,R,Budapest,PER,81.94,83.764177,1.152205,290.0,11.0,5.0,,11.0,11.0,6.0
2022,13,Hungarian Grand Prix,R,Budapest,RIC,83.59,85.030087,0.680433,290.0,9.0,15.0,,9.0,9.0,-6.0
2022,13,Hungarian Grand Prix,R,Budapest,RUS,82.766,83.847803,0.682483,284.82,1.0,3.0,,1.0,1.0,-2.0
2022,13,Hungarian Grand Prix,R,Budapest,SAI,82.0,83.929047,0.899836,286.0,2.0,4.0,,2.0,2.0,-2.0
2022,13,Hungarian Grand Prix,R,Budapest,STR,82.437,84.755578,0.975598,294.0,14.0,11.0,,14.0,14.0,3.0
2022,13,Hungarian Grand Prix,R,Budapest,TSU,83.538,85.28066439999999,0.753252,289.0,16.0,19.0,,16.0,16.0,-3.0
2022,13,Hungarian Grand Prix,R,Budapest,VER,82.126,83.587196,0.913819,312.0,10.0,1.0,,10.0,10.0,9.0
2022,13,Hungarian Grand Prix,R,Budapest,VET,82.824,84.798135,0.974648,311.0,18.0,10.0,,18.0,18.0,8.0
2022,13,Hungarian Grand Prix,R,Budapest,ZHO,82.029,84.833945,1.389427,304.0,12.0,13.0,,12.0,12.0,-1.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,ALB,113.055,114.803861,0.804126,335.0,6.0,10.0,,6.0,9.0,-4.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,ALO,112.868,114.149027,0.896521,316.0,3.0,5.0,,3.0,6.0,-2.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,GAS,113.002,114.368441,0.806036,337.0,,9.0,,,12.0,
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,LAT,112.256,114.9284,1.51190675,317.0,11.0,18.0,,11.0,17.0,-7.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,LEC,109.984,113.913444,1.477125,334.0,15.0,6.0,,15.0,4.0,9.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,MAG,113.1865,114.93803,0.928584,315.0,12.0,16.0,,12.0,18.0,-4.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,MSC,112.212,114.718166,1.416102,318.0,19.0,17.0,,19.0,15.0,2.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,NOR,111.678,114.861611,1.092791,329.0,17.0,12.0,,17.0,10.0,5.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,OCO,111.717,114.182361,1.256517,317.0,16.0,7.0,,16.0,5.0,9.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,PER,110.764,112.932243,1.212922,322.0,2.0,2.0,,2.0,3.0,0.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,RIC,113.08,114.96809175,0.91636,328.0,7.0,15.0,,7.0,11.0,-8.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,RUS,110.793,113.095916,1.068348,313.0,5.0,4.0,,5.0,8.0,1.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,SAI,111.977,113.055027,0.857352,316.0,1.0,3.0,,1.0,2.0,-2.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,STR,112.88,114.809444,1.047666,333.0,9.0,11.0,,9.0,14.0,-2.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,TSU,112.436,114.639514,1.185568,323.0,,13.0,,,19.0,
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,VER,109.354,112.38475,1.069082,320.0,14.0,1.0,,14.0,1.0,13.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,VET,112.515,114.247666,1.005787,318.0,10.0,8.0,,10.0,16.0,2.0
2022,14,Belgian Grand Prix,R,Spa-Francorchamps,ZHO,112.317,114.831428,1.244924,328.0,18.0,14.0,,18.0,13.0,4.0
2022,15,Dutch Grand Prix,R,Zandvoort,ALB,75.534,77.235436,0.87825,308.0,15.0,12.0,,15.0,15.0,3.0
2022,15,Dutch Grand Prix,R,Zandvoort,ALO,74.144,76.650183,1.011474,316.9687488,13.0,6.0,,13.0,13.0,7.0
2022,15,Dutch Grand Prix,R,Zandvoort,BOT,76.844,77.683461,0.567345,296.0,16.0,19.0,,16.0,16.0,-3.0
2022,15,Dutch Grand Prix,R,Zandvoort,GAS,75.165,76.977964,0.897811,325.0,11.0,11.0,,11.0,11.0,0.0
2022,15,Dutch Grand Prix,R,Zandvoort,HAM,73.854,76.039967,1.028704,295.0,4.0,4.0,,4.0,4.0,0.0
2022,15,Dutch Grand Prix,R,Zandvoort,LAT,76.066,77.699119,0.793168,309.0,20.0,18.0,,20.0,20.0,2.0
2022,15,Dutch Grand Prix,R,Zandvoort,LEC,74.413,76.11944,0.830792,305.0,2.0,3.0,,2.0,2.0,-1.0
2022,15,Dutch Grand Prix,R,Zandvoort,MAG,75.369,77.093962,0.865306,300.0,18.0,15.0,,18.0,18.0,3.0
2022,15,Dutch Grand Prix,R,Zandvoort,MSC,75.233,77.14231,0.941483,296.0,8.0,13.0,,8.0,8.0,-5.0
2022,15,Dutch Grand Prix,R,Zandvoort,NOR,74.706,76.687816,0.91699,318.6083328,7.0,7.0,,7.0,7.0,0.0
2022,15,Dutch Grand Prix,R,Zandvoort,OCO,75.084,76.965557,0.911761,305.0,12.0,9.0,,12.0,12.0,3.0
2022,15,Dutch Grand Prix,R,Zandvoort,PER,74.404,76.224862,0.853364,320.5875008,5.0,5.0,,5.0,5.0,0.0
2022,15,Dutch Grand Prix,R,Zandvoort,RIC,75.577,77.219527,0.986638,301.0,17.0,17.0,,17.0,17.0,0.0
2022,15,Dutch Grand Prix,R,Zandvoort,RUS,73.671,75.909129,1.239254,297.0,6.0,2.0,,6.0,6.0,4.0
2022,15,Dutch Grand Prix,R,Zandvoort,SAI,74.643,76.433322,0.806155,303.0,3.0,8.0,,3.0,3.0,-5.0
2022,15,Dutch Grand Prix,R,Zandvoort,STR,75.043,76.712593,0.901149,318.0,10.0,10.0,,10.0,10.0,0.0
2022,15,Dutch Grand Prix,R,Zandvoort,TSU,77.138,77.665194,0.339764,296.0,9.0,20.0,,9.0,9.0,-11.0
2022,15,Dutch Grand Prix,R,Zandvoort,VER,73.652,75.692098,0.9965,301.0,1.0,1.0,,1.0,1.0,0.0
2022,15,Dutch Grand Prix,R,Zandvoort,VET,74.862,77.139351,1.023131,300.0,19.0,14.0,,19.0,19.0,5.0
2022,15,Dutch Grand Prix,R,Zandvoort,ZHO,75.94,77.327109,0.674753,319.12903142929764,14.0,16.0,,14.0,14.0,-2.0
2022,16,Italian Grand Prix,R,Monza,ALO,87.203,87.701607,0.32967564,332.0,6.0,19.0,,6.0,10.0,-13.0
2022,16,Italian Grand Prix,R,Monza,BOT,85.706,87.526928,0.939574,328.0,15.0,13.0,,15.0,12.0,2.0
2022,16,Italian Grand Prix,R,Monza,DEV,86.624,87.383325,0.553317,341.0,8.0,9.0,,8.0,13.0,-1.0
2022,16,Italian Grand Prix,R,Monza,GAS,86.718,87.403441,0.578073,336.0,5.0,8.0,,5.0,9.0,-3.0
2022,16,Italian Grand Prix,R,Monza,HAM,84.434,86.669214,1.2188516799999998,321.0,19.0,5.0,,19.0,5.0,14.0
2022,16,Italian Grand Prix,R,Monza,LAT,86.798,87.604268,0.602543,328.0,10.0,15.0,,10.0,16.0,-5.0
2022,16,Italian Grand Prix,R,Monza,LEC,84.336,85.453767,0.684215,325.0,1.0,2.0,,1.0,1.0,-1.0
2022,16,Italian Grand Prix,R,Monza,MAG,86.798,87.89278,0.690417,319.0,16.0,16.0,,16.0,19.0,0.0
2022,16,Italian Grand Prix,R,Monza,MSC,85.298,87.391682,0.88052,318.0,17.0,12.0,,17.0,20.0,5.0
2022,16,Italian Grand Prix,R,Monza,NOR,84.718,86.816604,1.101799,323.0,3.0,7.0,,3.0,7.0,-4.0
2022,16,Italian Grand Prix,R,Monza,OCO,86.593,87.37669,0.586587,325.0,14.0,11.0,,14.0,11.0,3.0
2022,16,Italian Grand Prix,R,Monza,PER,84.03,86.384925,0.95497,320.0,13.0,6.0,,13.0,4.0,7.0
2022,16,Italian Grand Prix,R,Monza,RIC,86.603,87.33739,0.544055,325.0,4.0,17.0,,4.0,8.0,-13.0
2022,16,Italian Grand Prix,R,Monza,RUS,85.288,86.262022,0.79754,327.0,2.0,3.0,,2.0,6.0,-1.0
2022,16,Italian Grand Prix,R,Monza,SAI,84.42,86.244093,1.217052,324.0,18.0,4.0,,18.0,3.0,14.0
2022,16,Italian Grand Prix,R,Monza,STR,87.467,87.937617,0.413541,324.0,12.0,18.0,,12.0,18.0,-6.0
2022,16,Italian Grand Prix,R,Monza,TSU,86.857,87.472714,0.565174,327.0,20.0,14.0,,20.0,15.0,6.0
2022,16,Italian Grand Prix,R,Monza,VER,84.745,85.551954,0.940641,328.0,7.0,1.0,,7.0,2.0,6.0
2022,16,Italian Grand Prix,R,Monza,VET,87.501,88.191888,0.653393,343.0,11.0,20.0,,11.0,17.0,-9.0
2022,16,Italian Grand Prix,R,Monza,ZHO,86.361,87.325023,0.447211,342.0,9.0,10.0,,9.0,14.0,-1.0
2022,17,Singapore Grand Prix,R,Marina Bay,BOT,111.864,112.863083,0.637452,291.0,15.0,11.0,,15.0,16.0,4.0
2022,17,Singapore Grand Prix,R,Marina Bay,GAS,110.569,111.967307,1.074698,293.0,7.0,10.0,,7.0,7.0,-3.0
2022,17,Singapore Grand Prix,R,Marina Bay,HAM,110.622,111.538153,0.861807,287.0,3.0,9.0,,3.0,3.0,-6.0
2022,17,Singapore Grand Prix,R,Marina Bay,LEC,108.753,110.254684,1.312114,294.0,1.0,2.0,,1.0,1.0,-1.0
2022,17,Singapore Grand Prix,R,Marina Bay,MAG,112.00407,112.8767105,0.618816,291.0,9.0,12.0,,9.0,9.0,-3.0
2022,17,Singapore Grand Prix,R,Marina Bay,MSC,110.29,111.744636,0.824857,293.0,12.0,13.0,,12.0,13.0,-1.0
2022,17,Singapore Grand Prix,R,Marina Bay,NOR,109.212,110.763222,1.197308,284.0,6.0,4.0,,6.0,6.0,2.0
2022,17,Singapore Grand Prix,R,Marina Bay,PER,108.165,109.911052,1.550622,293.0,2.0,1.0,,2.0,2.0,1.0
2022,17,Singapore Grand Prix,R,Marina Bay,RIC,111.006,111.885466,0.797192,280.55,16.0,5.0,,16.0,17.0,11.0
2022,17,Singapore Grand Prix,R,Marina Bay,RUS,106.458,110.712375,1.9589071400000007,292.0,,14.0,,,11.0,
2022,17,Singapore Grand Prix,R,Marina Bay,SAI,108.414,110.029176,1.288315,294.0,4.0,3.0,,4.0,4.0,1.0
2022,17,Singapore Grand Prix,R,Marina Bay,STR,110.283,111.495071,0.770308,292.0,11.0,6.0,,11.0,12.0,5.0
2022,17,Singapore Grand Prix,R,Marina Bay,VER,109.142,110.731777,0.892919,291.0,8.0,7.0,,8.0,8.0,1.0
2022,17,Singapore Grand Prix,R,Marina Bay,VET,110.669,111.675,0.792353,286.0,13.0,8.0,,13.0,14.0,5.0
2022,18,Japanese Grand Prix,R,Suzuka,ALO,104.412,107.714,1.864414,297.0,7.0,7.0,,7.0,7.0,0.0
2022,18,Japanese Grand Prix,R,Suzuka,GAS,105.387,108.988055,1.690126,295.0,17.0,18.0,,17.0,17.0,-1.0
2022,18,Japanese Grand Prix,R,Suzuka,HAM,105.53,108.5168,1.123251,295.0,6.0,5.0,,6.0,6.0,1.0
